POINT_X,POINT_Y,POINT_Z
333627.6178,3682677.015,67.404747
333629.6178,3682677.015,67.3963318
333631.6178,3682677.015,67.3892136
333633.6178,3682677.015,67.3833923
333635.6178,3682677.015,67.3785629
333637.6178,3682677.015,67.3744431
333639.6178,3682677.015,67.3708954
333641.6178,3682677.015,67.3679047
333643.6178,3682677.015,67.3654633
333645.6178,3682677.015,67.5123596
333647.6178,3682677.015,67.5110703
333649.6178,3682677.015,67.5098267
333651.6178,3682677.015,67.5086136
333653.6178,3682677.015,67.5074387
333655.6178,3682677.015,67.5062637
333657.6178,3682677.015,67.5050735
333605.6178,3682679.015,67.5674362
333607.6178,3682679.015,67.5661697
333609.6178,3682679.015,67.5648804
333611.6178,3682679.015,67.5635681
333613.6178,3682679.015,67.5622253
333615.6178,3682679.015,67.5608749
333617.6178,3682679.015,67.5595703
333619.6178,3682679.015,67.5584259
333621.6178,3682679.015,67.433342
333623.6178,3682679.015,67.4273453
333625.6178,3682679.015,67.418663
333627.6178,3682679.015,67.4082031
333629.6178,3682679.015,67.39814
333631.6178,3682679.015,67.3897552
333633.6178,3682679.015,67.3830185
333635.6178,3682679.015,67.3774948
333637.6178,3682679.015,67.3727722
333639.6178,3682679.015,67.3687439
333641.6178,3682679.015,67.3655243
333643.6178,3682679.015,67.3631363
333645.6178,3682679.015,67.3615112
333647.6178,3682679.015,67.5097885
333649.6178,3682679.015,67.5085449
333651.6178,3682679.015,67.5073395
333653.6178,3682679.015,67.5061874
333655.6178,3682679.015,67.505043
333657.6178,3682679.015,67.5038834
333603.6178,3682681.015,67.5693665
333605.6178,3682681.015,67.568161
333607.6178,3682681.015,67.566925
333609.6178,3682681.015,67.5656662
333611.6178,3682681.015,67.5643921
333613.6178,3682681.015,67.5630646
333615.6178,3682681.015,67.5616379
333617.6178,3682681.015,67.5602112
333619.6178,3682681.015,67.4403687
333621.6178,3682681.015,67.4402084
333623.6178,3682681.015,67.4348831
333625.6178,3682681.015,67.4246674
333627.6178,3682681.015,67.4109421
333629.6178,3682681.015,67.3984299
333631.6178,3682681.015,67.3887939
333633.6178,3682681.015,67.3814926
333635.6178,3682681.015,67.375679
333637.6178,3682681.015,67.3706741
333639.6178,3682681.015,67.3663635
333641.6178,3682681.015,67.3631516
333643.6178,3682681.015,67.3609543
333645.6178,3682681.015,67.3596878
333647.6178,3682681.015,67.359108
333649.6178,3682681.015,67.507225
333651.6178,3682681.015,67.5060043
333653.6178,3682681.015,67.5049133
333655.6178,3682681.015,67.5038223
333657.6178,3682681.015,67.5027008
333601.6178,3682683.015,67.5711975
333603.6178,3682683.015,67.5700684
333605.6178,3682683.015,67.5688934
333607.6178,3682683.015,67.567688
333609.6178,3682683.015,67.5664597
333611.6178,3682683.015,67.5652542
333613.6178,3682683.015,67.5640182
333615.6178,3682683.015,67.4312897
333617.6178,3682683.015,67.4371872
333619.6178,3682683.015,67.4442062
333621.6178,3682683.015,67.4466705
333623.6178,3682683.015,67.4424973
333625.6178,3682683.015,67.4305649
333627.6178,3682683.015,67.4110413
333629.6178,3682683.015,67.3954697
333631.6178,3682683.015,67.3852234
333633.6178,3682683.015,67.3781128
333639.6178,3682683.015,67.3634644
333641.6178,3682683.015,67.3606491
333643.6178,3682683.015,67.3589478
333645.6178,3682683.015,67.3582611
333647.6178,3682683.015,67.3581772
333649.6178,3682683.015,67.3584595
333651.6178,3682683.015,67.5045547
333653.6178,3682683.015,67.5036011
333655.6178,3682683.015,67.502594
333657.6178,3682683.015,67.5015182
333659.6178,3682683.015,67.5003891
333597.6178,3682685.015,67.5739899
333599.6178,3682685.015,67.5729294
333601.6178,3682685.015,67.5718613
333603.6178,3682685.015,67.5707626
333605.6178,3682685.015,67.5696182
333607.6178,3682685.015,67.5684128
333609.6178,3682685.015,67.5671997
333611.6178,3682685.015,67.5660858
333613.6178,3682685.015,67.4400177
333615.6178,3682685.015,67.4327164
333617.6178,3682685.015,67.4398804
333619.6178,3682685.015,67.4473343
333621.6178,3682685.015,67.4518585
333623.6178,3682685.015,67.4494019
333625.6178,3682685.015,67.4364471
333627.6178,3682685.015,67.4052277
333629.6178,3682685.015,67.3870468
333631.6178,3682685.015,67.3781586
333639.6178,3682685.015,67.3595123
333641.6178,3682685.015,67.3577194
333643.6178,3682685.015,67.3568192
333645.6178,3682685.015,67.3571243
333647.6178,3682685.015,67.3577118
333649.6178,3682685.015,67.3585358
333651.6178,3682685.015,67.5030594
333653.6178,3682685.015,67.5023041
333655.6178,3682685.015,67.5013733
333657.6178,3682685.015,67.5003357
333659.6178,3682685.015,67.4992294
333595.6178,3682687.015,67.5756149
333597.6178,3682687.015,67.574585
333599.6178,3682687.015,67.5735474
333601.6178,3682687.015,67.5725098
333603.6178,3682687.015,67.5714569
333605.6178,3682687.015,67.570343
333607.6178,3682687.015,67.5690918
333609.6178,3682687.015,67.5677872
333611.6178,3682687.015,67.8840179
333613.6178,3682687.015,67.4540024
333615.6178,3682687.015,67.4540024
333617.6178,3682687.015,67.4540024
333619.6178,3682687.015,67.4511566
333621.6178,3682687.015,67.4540024
333623.6178,3682687.015,67.4540024
333625.6178,3682687.015,67.4444504
333627.6178,3682687.015,67.3881836
333641.6178,3682687.015,67.3539963
333643.6178,3682687.015,67.3539963
333645.6178,3682687.015,67.3558884
333647.6178,3682687.015,67.3572693
333649.6178,3682687.015,67.3587112
333651.6178,3682687.015,67.3602295
333653.6178,3682687.015,67.5011749
333655.6178,3682687.015,67.5002136
333657.6178,3682687.015,67.499176
333659.6178,3682687.015,67.4980698
333593.6178,3682689.015,67.5772018
333595.6178,3682689.015,67.5761948
333597.6178,3682689.015,67.5751801
333599.6178,3682689.015,67.5741501
333601.6178,3682689.015,67.573143
333603.6178,3682689.015,67.5721588
333605.6178,3682689.015,67.5711288
333607.6178,3682689.015,67.9725952
333609.6178,3682689.015,68.2067261
333611.6178,3682689.015,68.2539978
333613.6178,3682689.015,67.8022842
333615.6178,3682689.015,67.5850983
333617.6178,3682689.015,67.487175
333619.6178,3682689.015,67.4476318
333621.6178,3682689.015,67.4423218
333623.6178,3682689.015,67.4521255
333625.6178,3682689.015,67.4540024
333641.6178,3682689.015,67.3480682
333643.6178,3682689.015,67.3501053
333645.6178,3682689.015,67.3539963
333647.6178,3682689.015,67.3563232
333649.6178,3682689.015,67.3588943
333651.6178,3682689.015,67.3610764
333653.6178,3682689.015,67.3626633
333655.6178,3682689.015,67.4990768
333657.6178,3682689.015,67.4980087
333659.6178,3682689.015,67.4968948
333661.6178,3682689.015,67.4957657
333591.6178,3682691.015,67.5787506
333593.6178,3682691.015,67.5777817
333595.6178,3682691.015,67.5767899
333597.6178,3682691.015,67.5757751
333599.6178,3682691.015,67.5747375
333601.6178,3682691.015,67.5737228
333603.6178,3682691.015,67.5728149
333605.6178,3682691.015,67.6619568
333607.6178,3682691.015,67.7702026
333609.6178,3682691.015,67.9540024
333611.6178,3682691.015,68.0256119
333613.6178,3682691.015,67.7941513
333615.6178,3682691.015,67.591362
333617.6178,3682691.015,67.4689102
333619.6178,3682691.015,67.4118423
333621.6178,3682691.015,67.3972473
333641.6178,3682691.015,67.3356857
333643.6178,3682691.015,67.3412933
333645.6178,3682691.015,67.3485794
333647.6178,3682691.015,67.3539963
333649.6178,3682691.015,67.3587723
333651.6178,3682691.015,67.3620377
333653.6178,3682691.015,67.3638611
333655.6178,3682691.015,67.3644714
333657.6178,3682691.015,67.4968338
333659.6178,3682691.015,67.4957047
333661.6178,3682691.015,67.4945679
333591.6178,3682693.015,67.5793228
333593.6178,3682693.015,67.5783768
333595.6178,3682693.015,67.5774155
333597.6178,3682693.015,67.5764084
333599.6178,3682693.015,67.5753174
333601.6178,3682693.015,67.5742188
333603.6178,3682693.015,67.5055923
333605.6178,3682693.015,67.519104
333607.6178,3682693.015,67.5540009
333609.6178,3682693.015,67.6831818
333611.6178,3682693.015,67.733429
333613.6178,3682693.015,67.628479
333615.6178,3682693.015,67.4950409
333617.6178,3682693.015,67.3977585
333619.6178,3682693.015,67.3476257
333643.6178,3682693.015,67.3265076
333645.6178,3682693.015,67.3408203
333647.6178,3682693.015,67.3539963
333649.6178,3682693.015,67.3586807
333651.6178,3682693.015,67.3627014
333653.6178,3682693.015,67.3647156
333655.6178,3682693.015,67.3649521
333657.6178,3682693.015,67.3643265
333659.6178,3682693.015,67.4944916
333661.6178,3682693.015,67.4933395
333589.6178,3682695.015,67.5808105
333591.6178,3682695.015,67.579895
333593.6178,3682695.015,67.5789795
333595.6178,3682695.015,67.5780716
333597.6178,3682695.015,67.5771332
333599.6178,3682695.015,67.4657822
333601.6178,3682695.015,67.4643402
333603.6178,3682695.015,67.4540024
333605.6178,3682695.015,67.4540024
333607.6178,3682695.015,67.4518051
333609.6178,3682695.015,67.4942169
333611.6178,3682695.015,67.5075607
333613.6178,3682695.015,67.4522018
333615.6178,3682695.015,67.3733139
333643.6178,3682695.015,67.3030777
333645.6178,3682695.015,67.3248825
333647.6178,3682695.015,67.3439102
333649.6178,3682695.015,67.3539963
333651.6178,3682695.015,67.3618317
333653.6178,3682695.015,67.3645859
333655.6178,3682695.015,67.3643646
333657.6178,3682695.015,67.3633881
333659.6178,3682695.015,67.3628311
333661.6178,3682695.015,67.4920578
333663.6178,3682695.015,67.4909058
333665.6178,3682695.015,67.4898987
333587.6178,3682697.015,67.582222
333589.6178,3682697.015,67.5813599
333591.6178,3682697.015,67.580452
333593.6178,3682697.015,67.5795364
333595.6178,3682697.015,67.5786972
333597.6178,3682697.015,67.4609299
333599.6178,3682697.015,67.4610825
333601.6178,3682697.015,67.4540024
333603.6178,3682697.015,67.4268875
333605.6178,3682697.015,67.4021835
333607.6178,3682697.015,67.3787842
333609.6178,3682697.015,67.3731461
333611.6178,3682697.015,67.3594666
333613.6178,3682697.015,67.3214264
333643.6178,3682697.015,67.2708206
333645.6178,3682697.015,67.3030701
333647.6178,3682697.015,67.3325882
333649.6178,3682697.015,67.3539963
333651.6178,3682697.015,67.3615417
333653.6178,3682697.015,67.3634872
333655.6178,3682697.015,67.362442
333657.6178,3682697.015,67.3614807
333659.6178,3682697.015,67.3615341
333661.6178,3682697.015,67.3626556
333663.6178,3682697.015,67.4895248
333665.6178,3682697.015,67.4886475
333667.6178,3682697.015,67.4877625
333669.6178,3682697.015,67.4868546
333585.6178,3682699.015,67.5835724
333587.6178,3682699.015,67.5827637
333589.6178,3682699.015,67.5819168
333591.6178,3682699.015,67.5809708
333593.6178,3682699.015,67.5799789
333595.6178,3682699.015,67.4509125
333597.6178,3682699.015,67.4569626
333599.6178,3682699.015,67.4540024
333601.6178,3682699.015,67.4374313
333603.6178,3682699.015,67.4045181
333605.6178,3682699.015,67.3670349
333607.6178,3682699.015,67.3304062
333609.6178,3682699.015,67.3016968
333611.6178,3682699.015,67.2741013
333645.6178,3682699.015,67.2748032
333647.6178,3682699.015,67.3135681
333649.6178,3682699.015,67.3400345
333651.6178,3682699.015,67.3539963
333653.6178,3682699.015,67.359108
333655.6178,3682699.015,67.3584824
333657.6178,3682699.015,67.3587036
333659.6178,3682699.015,67.3604889
333661.6178,3682699.015,67.3634415
333663.6178,3682699.015,67.4881439
333665.6178,3682699.015,67.4874573
333667.6178,3682699.015,67.4866562
333669.6178,3682699.015,67.4857941
333671.6178,3682699.015,67.4849014
333673.6178,3682699.015,67.4839783
333583.6178,3682701.015,67.584877
333585.6178,3682701.015,67.5840836
333587.6178,3682701.015,67.583313
333589.6178,3682701.015,67.5825195
333591.6178,3682701.015,67.4123383
333593.6178,3682701.015,67.4288101
333595.6178,3682701.015,67.4447632
333597.6178,3682701.015,67.4540024
333599.6178,3682701.015,67.4481735
333601.6178,3682701.015,67.4243011
333603.6178,3682701.015,67.3863602
333605.6178,3682701.015,67.3428574
333607.6178,3682701.015,67.2999115
333645.6178,3682701.015,67.2451782
333647.6178,3682701.015,67.2920532
333649.6178,3682701.015,67.3208389
333651.6178,3682701.015,67.3420181
333653.6178,3682701.015,67.3539963
333655.6178,3682701.015,67.3539963
333657.6178,3682701.015,67.3555984
333659.6178,3682701.015,67.3588104
333661.6178,3682701.015,67.3639679
333663.6178,3682701.015,67.3743744
333665.6178,3682701.015,67.4864807
333667.6178,3682701.015,67.4856644
333669.6178,3682701.015,67.4848099
333671.6178,3682701.015,67.4839325
333673.6178,3682701.015,67.4830322
333675.6178,3682701.015,67.4820938
333581.6178,3682703.015,67.5862198
333583.6178,3682703.015,67.5853729
333585.6178,3682703.015,67.5845566
333587.6178,3682703.015,67.5838394
333589.6178,3682703.015,67.3953476
333591.6178,3682703.015,67.4007492
333593.6178,3682703.015,67.4140091
333595.6178,3682703.015,67.4341049
333597.6178,3682703.015,67.4540024
333599.6178,3682703.015,67.4435349
333601.6178,3682703.015,67.4116516
333603.6178,3682703.015,67.3689041
333605.6178,3682703.015,67.3228226
333647.6178,3682703.015,67.2724991
333649.6178,3682703.015,67.2949753
333651.6178,3682703.015,67.324791
333653.6178,3682703.015,67.3539963
333655.6178,3682703.015,67.3561859
333657.6178,3682703.015,67.3539963
333659.6178,3682703.015,67.3539963
333661.6178,3682703.015,67.3626175
333663.6178,3682703.015,67.3799133
333665.6178,3682703.015,67.393158
333667.6178,3682703.015,67.4847412
333669.6178,3682703.015,67.4838867
333671.6178,3682703.015,67.4830093
333673.6178,3682703.015,67.4821167
333675.6178,3682703.015,67.4812088
333579.6178,3682705.015,67.587616
333581.6178,3682705.015,67.5867691
333583.6178,3682705.015,67.5858688
333585.6178,3682705.015,67.5849686
333587.6178,3682705.015,67.3909607
333589.6178,3682705.015,67.386116
333591.6178,3682705.015,67.3852615
333593.6178,3682705.015,67.3911972
333595.6178,3682705.015,67.4105072
333597.6178,3682705.015,67.4540024
333599.6178,3682705.015,67.431488
333601.6178,3682705.015,67.3920746
333603.6178,3682705.015,67.3470688
333605.6178,3682705.015,67.301712
333647.6178,3682705.015,67.2539978
333649.6178,3682705.015,67.2539978
333651.6178,3682705.015,67.2851105
333653.6178,3682705.015,67.3176727
333655.6178,3682705.015,67.3376083
333657.6178,3682705.015,67.3539963
333659.6178,3682705.015,67.3281555
333661.6178,3682705.015,67.3539963
333663.6178,3682705.015,67.387352
333665.6178,3682705.015,67.4027481
333667.6178,3682705.015,67.4053116
333669.6178,3682705.015,67.4829941
333671.6178,3682705.015,67.4821167
333673.6178,3682705.015,67.4812393
333675.6178,3682705.015,67.4803467
333677.6178,3682705.015,67.4794235
333579.6178,3682707.015,67.5882111
333581.6178,3682707.015,67.58741
333583.6178,3682707.015,67.3962936
333585.6178,3682707.015,67.3962479
333587.6178,3682707.015,67.3919754
333589.6178,3682707.015,67.3799438
333591.6178,3682707.015,67.3698044
333593.6178,3682707.015,67.3612137
333595.6178,3682707.015,67.3539963
333597.6178,3682707.015,67.3915024
333599.6178,3682707.015,67.3864441
333601.6178,3682707.015,67.3568039
333603.6178,3682707.015,67.3176804
333649.6178,3682707.015,67.2153854
333651.6178,3682707.015,67.2367706
333653.6178,3682707.015,67.2597961
333655.6178,3682707.015,67.2717056
333657.6178,3682707.015,67.2691345
333659.6178,3682707.015,67.2539978
333661.6178,3682707.015,67.3539963
333663.6178,3682707.015,67.3939514
333665.6178,3682707.015,67.4071045
333667.6178,3682707.015,67.4062653
333669.6178,3682707.015,67.3975296
333671.6178,3682707.015,67.4812469
333673.6178,3682707.015,67.4803696
333675.6178,3682707.015,67.4794922
333677.6178,3682707.015,67.4786148
333577.6178,3682709.015,67.5895233
333579.6178,3682709.015,67.5887833
333581.6178,3682709.015,67.4058914
333583.6178,3682709.015,67.3944626
333585.6178,3682709.015,67.4004974
333587.6178,3682709.015,67.398468
333589.6178,3682709.015,67.3767624
333591.6178,3682709.015,67.3637238
333593.6178,3682709.015,67.3587265
333595.6178,3682709.015,67.3539963
333597.6178,3682709.015,67.356926
333599.6178,3682709.015,67.3451996
333601.6178,3682709.015,67.3188629
333651.6178,3682709.015,67.1806488
333653.6178,3682709.015,67.1973495
333655.6178,3682709.015,67.2044907
333657.6178,3682709.015,67.2009201
333659.6178,3682709.015,67.2002182
333661.6178,3682709.015,67.2539978
333663.6178,3682709.015,67.3539963
333665.6178,3682709.015,67.3883362
333667.6178,3682709.015,67.3950882
333669.6178,3682709.015,67.3873749
333671.6178,3682709.015,67.3773193
333673.6178,3682709.015,67.4795074
333675.6178,3682709.015,67.4786453
333677.6178,3682709.015,67.4778214
333679.6178,3682709.015,67.476944
333575.6178,3682711.015,67.590889
333577.6178,3682711.015,67.5899734
333579.6178,3682711.015,67.5331497
333581.6178,3682711.015,67.4040756
333583.6178,3682711.015,67.3944931
333585.6178,3682711.015,67.4152679
333587.6178,3682711.015,67.4174347
333589.6178,3682711.015,67.3702545
333591.6178,3682711.015,67.3539963
333593.6178,3682711.015,67.3539963
333595.6178,3682711.015,67.3406906
333597.6178,3682711.015,67.3276825
333599.6178,3682711.015,67.3086166
333655.6178,3682711.015,67.1493607
333657.6178,3682711.015,67.1543808
333659.6178,3682711.015,67.1689148
333661.6178,3682711.015,67.2184906
333663.6178,3682711.015,67.301033
333665.6178,3682711.015,67.3539963
333667.6178,3682711.015,67.3752213
333669.6178,3682711.015,67.3712311
333671.6178,3682711.015,67.362709
333673.6178,3682711.015,67.359375
333675.6178,3682711.015,67.4777832
333677.6178,3682711.015,67.477066
333679.6178,3682711.015,67.4762497
333681.6178,3682711.015,67.4753265
333573.6178,3682713.015,67.5924759
333575.6178,3682713.015,67.6107101
333577.6178,3682713.015,67.6762161
333579.6178,3682713.015,67.6779251
333581.6178,3682713.015,67.4540024
333583.6178,3682713.015,67.4366379
333585.6178,3682713.015,67.4540024
333587.6178,3682713.015,67.4540024
333589.6178,3682713.015,67.3539963
333591.6178,3682713.015,67.3321075
333593.6178,3682713.015,67.3261261
333595.6178,3682713.015,67.3129425
333597.6178,3682713.015,67.2951126
333659.6178,3682713.015,67.140976
333661.6178,3682713.015,67.1872406
333663.6178,3682713.015,67.2570343
333665.6178,3682713.015,67.3172302
333667.6178,3682713.015,67.3539963
333669.6178,3682713.015,67.3539963
333671.6178,3682713.015,67.3450089
333673.6178,3682713.015,67.347496
333675.6178,3682713.015,67.4769363
333677.6178,3682713.015,67.476387
333679.6178,3682713.015,67.4756317
333681.6178,3682713.015,67.4747238
333571.6178,3682715.015,67.5940018
333573.6178,3682715.015,67.5130081
333575.6178,3682715.015,67.5549011
333577.6178,3682715.015,67.6632385
333579.6178,3682715.015,67.8539963
333581.6178,3682715.015,67.6504517
333583.6178,3682715.015,67.5385132
333585.6178,3682715.015,67.4892273
333587.6178,3682715.015,67.4457016
333589.6178,3682715.015,67.3668976
333591.6178,3682715.015,67.325264
333593.6178,3682715.015,67.3025208
333595.6178,3682715.015,67.2819366
333663.6178,3682715.015,67.2169952
333665.6178,3682715.015,67.2780609
333667.6178,3682715.015,67.3264694
333669.6178,3682715.015,67.3539963
333671.6178,3682715.015,67.3205566
333673.6178,3682715.015,67.3362045
333675.6178,3682715.015,67.3479309
333677.6178,3682715.015,67.4759445
333679.6178,3682715.015,67.4751129
333681.6178,3682715.015,67.474205
333683.6178,3682715.015,67.4731598
333569.6178,3682717.015,67.5951996
333571.6178,3682717.015,67.5948181
333573.6178,3682717.015,67.4553909
333575.6178,3682717.015,67.4420013
333577.6178,3682717.015,67.4540024
333579.6178,3682717.015,67.6476822
333581.6178,3682717.015,67.6221161
333583.6178,3682717.015,67.5527802
333585.6178,3682717.015,67.4912338
333587.6178,3682717.015,67.4315414
333589.6178,3682717.015,67.3641129
333591.6178,3682717.015,67.3139725
333593.6178,3682717.015,67.2781067
333667.6178,3682717.015,67.2660294
333669.6178,3682717.015,67.2751541
333671.6178,3682717.015,67.2539978
333673.6178,3682717.015,67.3290634
333675.6178,3682717.015,67.3458405
333677.6178,3682717.015,67.3496857
333679.6178,3682717.015,67.3547974
333681.6178,3682717.015,67.4737473
333683.6178,3682717.015,67.4726486
333569.6178,3682719.015,67.5958405
333571.6178,3682719.015,67.4578934
333573.6178,3682719.015,67.4540024
333575.6178,3682719.015,67.4292221
333577.6178,3682719.015,67.4395447
333579.6178,3682719.015,67.5373077
333581.6178,3682719.015,67.5553207
333583.6178,3682719.015,67.5211792
333585.6178,3682719.015,67.4685822
333587.6178,3682719.015,67.4092712
333589.6178,3682719.015,67.3475571
333591.6178,3682719.015,67.2939072
333593.6178,3682719.015,67.2490158
333671.6178,3682719.015,67.2539978
333673.6178,3682719.015,67.3539963
333675.6178,3682719.015,67.3333282
333677.6178,3682719.015,67.3312912
333679.6178,3682719.015,67.3510818
333681.6178,3682719.015,67.3628387
333683.6178,3682719.015,67.3656235
333685.6178,3682719.015,67.3648376
333567.6178,3682721.015,67.596756
333569.6178,3682721.015,67.5964584
333571.6178,3682721.015,67.4540024
333573.6178,3682721.015,67.4500504
333575.6178,3682721.015,67.4392014
333577.6178,3682721.015,67.4482727
333579.6178,3682721.015,67.4904861
333581.6178,3682721.015,67.503212
333583.6178,3682721.015,67.4803238
333585.6178,3682721.015,67.4357758
333587.6178,3682721.015,67.381012
333589.6178,3682721.015,67.3231964
333591.6178,3682721.015,67.2681656
333675.6178,3682721.015,67.2539978
333677.6178,3682721.015,67.2880859
333679.6178,3682721.015,67.3465805
333681.6178,3682721.015,67.3601685
333683.6178,3682721.015,67.3622589
333685.6178,3682721.015,67.3618774
333687.6178,3682721.015,67.361763
333565.6178,3682723.015,67.5975647
333567.6178,3682723.015,67.5973129
333569.6178,3682723.015,67.5970612
333571.6178,3682723.015,67.4540024
333573.6178,3682723.015,67.4487839
333575.6178,3682723.015,67.4443741
333577.6178,3682723.015,67.4492645
333579.6178,3682723.015,67.4636154
333581.6178,3682723.015,67.4632645
333583.6178,3682723.015,67.4403763
333585.6178,3682723.015,67.4000549
333587.6178,3682723.015,67.3500595
333589.6178,3682723.015,67.2963638
333679.6178,3682723.015,67.3539963
333681.6178,3682723.015,67.3539963
333683.6178,3682723.015,67.3539963
333685.6178,3682723.015,67.3540192
333687.6178,3682723.015,67.3539963
333563.6178,3682725.015,67.5982971
333565.6178,3682725.015,67.598053
333567.6178,3682725.015,67.5978165
333569.6178,3682725.015,67.3953323
333571.6178,3682725.015,67.4220276
333573.6178,3682725.015,67.4308014
333575.6178,3682725.015,67.4334183
333577.6178,3682725.015,67.4354782
333579.6178,3682725.015,67.4360657
333581.6178,3682725.015,67.4259186
333583.6178,3682725.015,67.4008713
333585.6178,3682725.015,67.3634262
333587.6178,3682725.015,67.3186264
333683.6178,3682725.015,67.3384247
333685.6178,3682725.015,67.3404007
333687.6178,3682725.015,67.3418198
333689.6178,3682725.015,67.3443146
333561.6178,3682727.015,67.5989761
333563.6178,3682727.015,67.5987396
333565.6178,3682727.015,67.5985184
333567.6178,3682727.015,67.5983047
333569.6178,3682727.015,67.3539963
333571.6178,3682727.015,67.3867493
333573.6178,3682727.015,67.4038239
333575.6178,3682727.015,67.410141
333577.6178,3682727.015,67.4097366
333579.6178,3682727.015,67.4029465
333581.6178,3682727.015,67.3869247
333583.6178,3682727.015,67.3606491
333585.6178,3682727.015,67.3262558
333689.6178,3682727.015,67.3281403
333691.6178,3682727.015,67.3359375
333693.6178,3682727.015,67.3470688
333559.6178,3682729.015,67.5996017
333561.6178,3682729.015,67.5993805
333563.6178,3682729.015,67.5991669
333565.6178,3682729.015,67.5989685
333567.6178,3682729.015,67.5987854
333569.6178,3682729.015,67.3539963
333571.6178,3682729.015,67.3704224
333573.6178,3682729.015,67.3810577
333575.6178,3682729.015,67.3836823
333577.6178,3682729.015,67.3786926
333579.6178,3682729.015,67.3663712
333581.6178,3682729.015,67.3464584
333583.6178,3682729.015,67.3197403
333693.6178,3682729.015,67.310112
333695.6178,3682729.015,67.2979279
333697.6178,3682729.015,67.2539978
333699.6178,3682729.015,67.2539978
333701.6178,3682729.015,67.3108521
333703.6178,3682729.015,67.3362808
333557.6178,3682731.015,67.6001892
333559.6178,3682731.015,67.599968
333561.6178,3682731.015,67.5997696
