"","X","Z2","k","POINT_Z","Z","Z3","N","DawnDO_Mod","DawnDO_Mod2","combo","POINT_X","POINT_Y","optional"
"1171409",1171409,2.2,0.06,66.1,2.23,1,1957,5.004242,4.995758,"333325.6_3684783",-88.7899671186273,33.2892478543756,TRUE
"1171410",1171410,2.2,0.06,66.09,2.24,1,1957,5.004242,4.995758,"333327.6_3684783",-88.789945649134,33.2892481636548,TRUE
"1171411",1171411,2.2,0.06,66.08,2.25,1,1957,5.004242,4.995758,"333329.6_3684783",-88.7899241796404,33.2892484729303,TRUE
"1171412",1171412,2.2,0.06,66.1,2.23,1,1957,5.004242,4.995758,"333389.6_3684783",-88.7892800946802,33.289257749472,TRUE
"1171413",1171413,2.2,0.06,66.15,2.18,1,1957,5.004242,4.995758,"333391.6_3684783",-88.7892586251764,33.2892580586326,TRUE
"1171414",1171414,2.2,0.06,66.17,2.16,1,1957,5.004242,4.995758,"333313.6_3684781",-88.7900955672948,33.2892279675377,TRUE
"1171415",1171415,2.2,0.06,66.15,2.18,1,1957,5.004242,4.995758,"333315.6_3684781",-88.7900740978079,33.289228276839,TRUE
"1171416",1171416,2.2,0.06,66.14,2.19,1,1957,5.004242,4.995758,"333317.6_3684781",-88.7900526283207,33.2892285861365,TRUE
"1171417",1171417,2.2,0.06,66.13,2.2,1,1957,5.004242,4.995758,"333319.6_3684781",-88.7900311588331,33.2892288954303,TRUE
"1171418",1171418,2.2,0.06,66.12,2.21,1,1957,5.004242,4.995758,"333321.6_3684781",-88.7900096893453,33.2892292047204,TRUE
"1171419",1171419,2.2,0.06,66.11,2.22,1,1957,5.004242,4.995758,"333323.6_3684781",-88.7899882198571,33.2892295140068,TRUE
"1171420",1171420,2.2,0.06,66.09,2.24,1,1957,5.004242,4.995758,"333325.6_3684781",-88.7899667503685,33.2892298232895,TRUE
"1171421",1171421,2.2,0.06,66.08,2.25,1,1957,5.004242,4.995758,"333327.6_3684781",-88.7899452808797,33.2892301325685,TRUE
"1171422",1171422,2.2,0.06,66.1,2.23,1,1957,5.004242,4.995758,"333389.6_3684781",-88.7892797265626,33.2892397183792,TRUE
"1171423",1171423,2.2,0.06,66.14,2.19,1,1957,5.004242,4.995758,"333391.6_3684781",-88.7892582570633,33.2892400275396,TRUE
"1171424",1171424,2.2,0.06,66.17,2.16,1,1957,5.004242,4.995758,"333313.6_3684779",-88.7900951990099,33.2892099364529,TRUE
"1171425",1171425,2.2,0.06,66.15,2.18,1,1957,5.004242,4.995758,"333315.6_3684779",-88.7900737295274,33.2892102457539,TRUE
"1171426",1171426,2.2,0.06,66.14,2.19,1,1957,5.004242,4.995758,"333317.6_3684779",-88.7900522600446,33.2892105550512,TRUE
"1171427",1171427,2.2,0.06,66.13,2.2,1,1957,5.004242,4.995758,"333319.6_3684779",-88.7900307905615,33.2892108643448,TRUE
"1171428",1171428,2.2,0.06,66.11,2.22,1,1957,5.004242,4.995758,"333321.6_3684779",-88.7900093210781,33.2892111736347,TRUE
"1171429",1171429,2.2,0.06,66.1,2.23,1,1957,5.004242,4.995758,"333323.6_3684779",-88.7899878515943,33.2892114829209,TRUE
"1171430",1171430,2.2,0.06,66.09,2.24,1,1957,5.004242,4.995758,"333325.6_3684779",-88.7899663821102,33.2892117922034,TRUE
"1171431",1171431,2.2,0.06,66.08,2.25,1,1957,5.004242,4.995758,"333327.6_3684779",-88.7899449126257,33.2892121014822,TRUE
"1171432",1171432,2.2,0.06,66.08,2.25,1,1957,5.004242,4.995758,"333387.6_3684779",-88.78930082794,33.2892213781225,TRUE
"1171433",1171433,2.2,0.06,66.11,2.22,1,1957,5.004242,4.995758,"333389.6_3684779",-88.7892793584454,33.2892216872864,TRUE
"1171434",1171434,2.2,0.06,66.14,2.19,1,1957,5.004242,4.995758,"333391.6_3684779",-88.7892578889505,33.2892219964466,TRUE
"1171435",1171435,2.2,0.06,66.17,2.16,1,1957,5.004242,4.995758,"333313.6_3684777",-88.7900948307254,33.289191905368,TRUE
"1171436",1171436,2.2,0.06,66.15,2.18,1,1957,5.004242,4.995758,"333315.6_3684777",-88.7900733612473,33.2891922146688,TRUE
"1171437",1171437,2.2,0.06,66.14,2.19,1,1957,5.004242,4.995758,"333317.6_3684777",-88.7900518917689,33.2891925239659,TRUE
"1171438",1171438,2.2,0.06,66.13,2.2,1,1957,5.004242,4.995758,"333319.6_3684777",-88.7900304222902,33.2891928332593,TRUE
"1171439",1171439,2.2,0.06,66.12,2.21,1,1957,5.004242,4.995758,"333321.6_3684777",-88.7900089528112,33.289193142549,TRUE
"1171440",1171440,2.2,0.06,66.1,2.23,1,1957,5.004242,4.995758,"333323.6_3684777",-88.7899874833318,33.289193451835,TRUE
"1171441",1171441,2.2,0.06,66.09,2.24,1,1957,5.004242,4.995758,"333325.6_3684777",-88.7899660138521,33.2891937611173,TRUE
"1171442",1171442,2.2,0.06,66.08,2.25,1,1957,5.004242,4.995758,"333327.6_3684777",-88.7899445443721,33.2891940703959,TRUE
"1171443",1171443,2.2,0.06,66.09,2.24,1,1957,5.004242,4.995758,"333387.6_3684777",-88.7893004598187,33.2892033470298,TRUE
"1171444",1171444,2.2,0.06,66.12,2.21,1,1957,5.004242,4.995758,"333389.6_3684777",-88.7892789903285,33.2892036561935,TRUE
"1171445",1171445,2.2,0.06,66.15,2.18,1,1957,5.004242,4.995758,"333391.6_3684777",-88.789257520838,33.2892039653535,TRUE
"1171446",1171446,2.2,0.06,66.17,2.16,1,1957,5.004242,4.995758,"333313.6_3684775",-88.7900944624412,33.2891738742831,TRUE
"1171447",1171447,2.2,0.06,66.16,2.17,1,1957,5.004242,4.995758,"333315.6_3684775",-88.7900729929675,33.2891741835837,TRUE
"1171448",1171448,2.2,0.06,66.15,2.18,1,1957,5.004242,4.995758,"333317.6_3684775",-88.7900515234936,33.2891744928806,TRUE
"1171449",1171449,2.2,0.06,66.13,2.2,1,1957,5.004242,4.995758,"333319.6_3684775",-88.7900300540193,33.2891748021738,TRUE
"1171450",1171450,2.2,0.06,66.12,2.21,1,1957,5.004242,4.995758,"333321.6_3684775",-88.7900085845446,33.2891751114632,TRUE
"1171451",1171451,2.2,0.06,66.11,2.22,1,1957,5.004242,4.995758,"333323.6_3684775",-88.7899871150696,33.289175420749,TRUE
"1171452",1171452,2.2,0.06,66.1,2.23,1,1957,5.004242,4.995758,"333325.6_3684775",-88.7899656455944,33.2891757300311,TRUE
"1171453",1171453,2.2,0.06,66.09,2.24,1,1957,5.004242,4.995758,"333327.6_3684775",-88.7899441761187,33.2891760393094,TRUE
"1171454",1171454,2.2,0.06,66.08,2.25,1,1957,5.004242,4.995758,"333329.6_3684775",-88.7899227066428,33.2891763485841,TRUE
"1171455",1171455,2.2,0.06,66.08,2.25,1,1957,5.004242,4.995758,"333385.6_3684775",-88.7893215611832,33.2891850067699,TRUE
"1171456",1171456,2.2,0.06,66.11,2.22,1,1957,5.004242,4.995758,"333387.6_3684775",-88.7893000916977,33.2891853159371,TRUE
"1171457",1171457,2.2,0.06,66.13,2.2,1,1957,5.004242,4.995758,"333389.6_3684775",-88.7892786222119,33.2891856251006,TRUE
"1171458",1171458,2.2,0.06,66.16,2.17,1,1957,5.004242,4.995758,"333391.6_3684775",-88.7892571527258,33.2891859342603,TRUE
"1171459",1171459,2.2,0.06,66.17,2.16,1,1957,5.004242,4.995758,"333315.6_3684773",-88.7900726246881,33.2891561524985,TRUE
"1171460",1171460,2.2,0.06,66.15,2.18,1,1957,5.004242,4.995758,"333317.6_3684773",-88.7900511552185,33.2891564617951,TRUE
"1171461",1171461,2.2,0.06,66.14,2.19,1,1957,5.004242,4.995758,"333319.6_3684773",-88.7900296857486,33.2891567710881,TRUE
"1171462",1171462,2.2,0.06,66.13,2.2,1,1957,5.004242,4.995758,"333321.6_3684773",-88.7900082162784,33.2891570803774,TRUE
"1171463",1171463,2.2,0.06,66.12,2.21,1,1957,5.004242,4.995758,"333323.6_3684773",-88.7899867468078,33.2891573896629,TRUE
"1171464",1171464,2.2,0.06,66.1,2.23,1,1957,5.004242,4.995758,"333325.6_3684773",-88.789965277337,33.2891576989448,TRUE
"1171465",1171465,2.2,0.06,66.09,2.24,1,1957,5.004242,4.995758,"333327.6_3684773",-88.7899438078658,33.289158008223,TRUE
"1171466",1171466,2.2,0.06,66.08,2.25,1,1957,5.004242,4.995758,"333329.6_3684773",-88.7899223383942,33.2891583174974,TRUE
"1171467",1171467,2.2,0.06,66.08,2.25,1,1957,5.004242,4.995758,"333331.6_3684773",-88.7899008689224,33.2891586267681,TRUE
"1171468",1171468,2.2,0.06,66.09,2.24,1,1957,5.004242,4.995758,"333383.6_3684773",-88.7893426625388,33.2891666665066,TRUE
"1171469",1171469,2.2,0.06,66.11,2.22,1,1957,5.004242,4.995758,"333385.6_3684773",-88.7893211930581,33.2891669756773,TRUE
"1171470",1171470,2.2,0.06,66.13,2.2,1,1957,5.004242,4.995758,"333387.6_3684773",-88.7892997235771,33.2891672848443,TRUE
"1171471",1171471,2.2,0.06,66.15,2.18,1,1957,5.004242,4.995758,"333389.6_3684773",-88.7892782540957,33.2891675940075,TRUE
"1171472",1171472,2.2,0.06,66.16,2.17,1,1957,5.004242,4.995758,"333317.6_3684771",-88.7900507869438,33.2891384307097,TRUE
"1171473",1171473,2.2,0.06,66.15,2.18,1,1957,5.004242,4.995758,"333319.6_3684771",-88.7900293174783,33.2891387400024,TRUE
"1171474",1171474,2.2,0.06,66.14,2.19,1,1957,5.004242,4.995758,"333321.6_3684771",-88.7900078480125,33.2891390492915,TRUE
"1171475",1171475,2.2,0.06,66.13,2.2,1,1957,5.004242,4.995758,"333323.6_3684771",-88.7899863785464,33.2891393585768,TRUE
"1171476",1171476,2.2,0.06,66.12,2.21,1,1957,5.004242,4.995758,"333325.6_3684771",-88.7899649090799,33.2891396678585,TRUE
"1171477",1171477,2.2,0.06,66.11,2.22,1,1957,5.004242,4.995758,"333327.6_3684771",-88.7899434396131,33.2891399771364,TRUE
"1171478",1171478,2.2,0.06,66.1,2.23,1,1957,5.004242,4.995758,"333329.6_3684771",-88.789921970146,33.2891402864107,TRUE
"1171479",1171479,2.2,0.06,66.09,2.24,1,1957,5.004242,4.995758,"333331.6_3684771",-88.7899005006785,33.2891405956812,TRUE
"1171480",1171480,2.2,0.06,66.08,2.25,1,1957,5.004242,4.995758,"333333.6_3684771",-88.7898790312107,33.289140904948,TRUE
"1171481",1171481,2.2,0.06,66.08,2.25,1,1957,5.004242,4.995758,"333379.6_3684771",-88.7893852333613,33.2891480170621,TRUE
"1171482",1171482,2.2,0.06,66.1,2.23,1,1957,5.004242,4.995758,"333381.6_3684771",-88.7893637638856,33.28914832624,TRUE
"1171483",1171483,2.2,0.06,66.12,2.21,1,1957,5.004242,4.995758,"333383.6_3684771",-88.7893422944097,33.2891486354142,TRUE
"1171484",1171484,2.2,0.06,66.14,2.19,1,1957,5.004242,4.995758,"333385.6_3684771",-88.7893208249334,33.2891489445847,TRUE
"1171485",1171485,2.2,0.06,66.15,2.18,1,1957,5.004242,4.995758,"333387.6_3684771",-88.7892993554567,33.2891492537514,TRUE
"1171486",1171486,2.2,0.06,66.17,2.16,1,1957,5.004242,4.995758,"333389.6_3684771",-88.7892778859798,33.2891495629145,TRUE
"1171487",1171487,2.2,0.06,66.16,2.17,1,1957,5.004242,4.995758,"333319.6_3684769",-88.7900289492083,33.2891207089167,TRUE
"1171488",1171488,2.2,0.06,66.15,2.18,1,1957,5.004242,4.995758,"333321.6_3684769",-88.7900074797469,33.2891210182055,TRUE
"1171489",1171489,2.2,0.06,66.14,2.19,1,1957,5.004242,4.995758,"333323.6_3684769",-88.7899860102852,33.2891213274907,TRUE
"1171490",1171490,2.2,0.06,66.13,2.2,1,1957,5.004242,4.995758,"333325.6_3684769",-88.7899645408231,33.2891216367721,TRUE
"1171491",1171491,2.2,0.06,66.12,2.21,1,1957,5.004242,4.995758,"333327.6_3684769",-88.7899430713608,33.2891219460499,TRUE
"1171492",1171492,2.2,0.06,66.11,2.22,1,1957,5.004242,4.995758,"333329.6_3684769",-88.789921601898,33.2891222553239,TRUE
"1171493",1171493,2.2,0.06,66.1,2.23,1,1957,5.004242,4.995758,"333331.6_3684769",-88.789900132435,33.2891225645942,TRUE
"1171494",1171494,2.2,0.06,66.09,2.24,1,1957,5.004242,4.995758,"333333.6_3684769",-88.7898786629716,33.2891228738608,TRUE
"1171495",1171495,2.2,0.06,66.09,2.24,1,1957,5.004242,4.995758,"333335.6_3684769",-88.7898571935079,33.2891231831237,TRUE
"1171496",1171496,2.2,0.06,66.08,2.25,1,1957,5.004242,4.995758,"333337.6_3684769",-88.7898357240439,33.2891234923829,TRUE
"1171497",1171497,2.2,0.06,66.08,2.25,1,1957,5.004242,4.995758,"333373.6_3684769",-88.7894492736354,33.2891290584148,TRUE
"1171498",1171498,2.2,0.06,66.09,2.24,1,1957,5.004242,4.995758,"333375.6_3684769",-88.7894278041651,33.2891293676036,TRUE
"1171499",1171499,2.2,0.06,66.1,2.23,1,1957,5.004242,4.995758,"333377.6_3684769",-88.7894063346946,33.2891296767887,TRUE
"1171500",1171500,2.2,0.06,66.12,2.21,1,1957,5.004242,4.995758,"333379.6_3684769",-88.7893848652237,33.2891299859701,TRUE
"1171501",1171501,2.2,0.06,66.13,2.2,1,1957,5.004242,4.995758,"333381.6_3684769",-88.7893633957524,33.2891302951477,TRUE
"1171502",1171502,2.2,0.06,66.15,2.18,1,1957,5.004242,4.995758,"333383.6_3684769",-88.7893419262809,33.2891306043217,TRUE
"1171503",1171503,2.2,0.06,66.16,2.17,1,1957,5.004242,4.995758,"333385.6_3684769",-88.789320456809,33.289130913492,TRUE
"1171504",1171504,2.2,0.06,66.17,2.16,1,1957,5.004242,4.995758,"333321.6_3684767",-88.7900071114817,33.2891029871195,TRUE
"1171505",1171505,2.2,0.06,66.15,2.18,1,1957,5.004242,4.995758,"333323.6_3684767",-88.7899856420243,33.2891032964045,TRUE
"1171506",1171506,2.2,0.06,66.14,2.19,1,1957,5.004242,4.995758,"333325.6_3684767",-88.7899641725667,33.2891036056857,TRUE
"1171507",1171507,2.2,0.06,66.13,2.2,1,1957,5.004242,4.995758,"333327.6_3684767",-88.7899427031087,33.2891039149632,TRUE
"1171508",1171508,2.2,0.06,66.13,2.2,1,1957,5.004242,4.995758,"333329.6_3684767",-88.7899212336504,33.289104224237,TRUE
"1171509",1171509,2.2,0.06,66.12,2.21,1,1957,5.004242,4.995758,"333331.6_3684767",-88.7898997641918,33.2891045335071,TRUE
"1171510",1171510,2.2,0.06,66.11,2.22,1,1957,5.004242,4.995758,"333333.6_3684767",-88.7898782947329,33.2891048427735,TRUE
"1171511",1171511,2.2,0.06,66.1,2.23,1,1957,5.004242,4.995758,"333335.6_3684767",-88.7898568252736,33.2891051520362,TRUE
"1171512",1171512,2.2,0.06,66.1,2.23,1,1957,5.004242,4.995758,"333337.6_3684767",-88.7898353558139,33.2891054612952,TRUE
"1171513",1171513,2.2,0.06,66.09,2.24,1,1957,5.004242,4.995758,"333339.6_3684767",-88.789813886354,33.2891057705505,TRUE
"1171514",1171514,2.2,0.06,66.09,2.24,1,1957,5.004242,4.995758,"333341.6_3684767",-88.7897924168937,33.2891060798021,TRUE
"1171515",1171515,2.2,0.06,66.08,2.25,1,1957,5.004242,4.995758,"333343.6_3684767",-88.7897709474332,33.28910638905,TRUE
"1171516",1171516,2.2,0.06,66.08,2.25,1,1957,5.004242,4.995758,"333345.6_3684767",-88.7897494779722,33.2891066982941,TRUE
"1171517",1171517,2.2,0.06,66.08,2.25,1,1957,5.004242,4.995758,"333347.6_3684767",-88.789728008511,33.2891070075346,TRUE
"1171518",1171518,2.2,0.06,66.08,2.25,1,1957,5.004242,4.995758,"333349.6_3684767",-88.7897065390494,33.2891073167713,TRUE
"1171519",1171519,2.2,0.06,66.08,2.25,1,1957,5.004242,4.995758,"333351.6_3684767",-88.7896850695875,33.2891076260044,TRUE
"1171520",1171520,2.2,0.06,66.08,2.25,1,1957,5.004242,4.995758,"333359.6_3684767",-88.7895991917366,33.2891088628995,TRUE
"1171521",1171521,2.2,0.06,66.08,2.25,1,1957,5.004242,4.995758,"333361.6_3684767",-88.789577722273,33.289109172114,TRUE
"1171522",1171522,2.2,0.06,66.08,2.25,1,1957,5.004242,4.995758,"333363.6_3684767",-88.7895562528091,33.2891094813248,TRUE
"1171523",1171523,2.2,0.06,66.09,2.24,1,1957,5.004242,4.995758,"333365.6_3684767",-88.7895347833449,33.2891097905319,TRUE
"1171524",1171524,2.2,0.06,66.09,2.24,1,1957,5.004242,4.995758,"333367.6_3684767",-88.7895133138804,33.2891100997354,TRUE
"1171525",1171525,2.2,0.06,66.1,2.23,1,1957,5.004242,4.995758,"333369.6_3684767",-88.7894918444156,33.2891104089351,TRUE
"1171526",1171526,2.2,0.06,66.11,2.22,1,1957,5.004242,4.995758,"333371.6_3684767",-88.7894703749504,33.289110718131,TRUE
"1171527",1171527,2.2,0.06,66.11,2.22,1,1957,5.004242,4.995758,"333373.6_3684767",-88.7894489054848,33.2891110273233,TRUE
"1171528",1171528,2.2,0.06,66.13,2.2,1,1957,5.004242,4.995758,"333375.6_3684767",-88.789427436019,33.2891113365119,TRUE
"1171529",1171529,2.2,0.06,66.14,2.19,1,1957,5.004242,4.995758,"333377.6_3684767",-88.7894059665528,33.2891116456968,TRUE
"1171530",1171530,2.2,0.06,66.15,2.18,1,1957,5.004242,4.995758,"333379.6_3684767",-88.7893844970863,33.2891119548779,TRUE
"1171531",1171531,2.2,0.06,66.16,2.17,1,1957,5.004242,4.995758,"333381.6_3684767",-88.7893630276195,33.2891122640554,TRUE
"1171532",1171532,2.2,0.06,66.17,2.16,1,1957,5.004242,4.995758,"333323.6_3684765",-88.7899852737639,33.2890852653182,TRUE
"1171533",1171533,2.2,0.06,66.16,2.17,1,1957,5.004242,4.995758,"333325.6_3684765",-88.7899638043106,33.2890855745992,TRUE
"1171534",1171534,2.2,0.06,66.15,2.18,1,1957,5.004242,4.995758,"333327.6_3684765",-88.789942334857,33.2890858838765,TRUE
"1171535",1171535,2.2,0.06,66.14,2.19,1,1957,5.004242,4.995758,"333329.6_3684765",-88.7899208654032,33.2890861931501,TRUE
"1171536",1171536,2.2,0.06,66.14,2.19,1,1957,5.004242,4.995758,"333331.6_3684765",-88.789899395949,33.28908650242,TRUE
"1171537",1171537,2.2,0.06,66.13,2.2,1,1957,5.004242,4.995758,"333333.6_3684765",-88.7898779264944,33.2890868116862,TRUE
"1171538",1171538,2.2,0.06,66.12,2.21,1,1957,5.004242,4.995758,"333335.6_3684765",-88.7898564570395,33.2890871209487,TRUE
"1171539",1171539,2.2,0.06,66.12,2.21,1,1957,5.004242,4.995758,"333337.6_3684765",-88.7898349875843,33.2890874302075,TRUE
"1171540",1171540,2.2,0.06,66.11,2.22,1,1957,5.004242,4.995758,"333339.6_3684765",-88.7898135181288,33.2890877394625,TRUE
"1171541",1171541,2.2,0.06,66.11,2.22,1,1957,5.004242,4.995758,"333341.6_3684765",-88.789792048673,33.2890880487139,TRUE
"1171542",1171542,2.2,0.06,66.11,2.22,1,1957,5.004242,4.995758,"333343.6_3684765",-88.7897705792168,33.2890883579616,TRUE
"1171543",1171543,2.2,0.06,66.1,2.23,1,1957,5.004242,4.995758,"333345.6_3684765",-88.7897491097602,33.2890886672055,TRUE
"1171544",1171544,2.2,0.06,66.1,2.23,1,1957,5.004242,4.995758,"333347.6_3684765",-88.7897276403034,33.2890889764458,TRUE
"1171545",1171545,2.2,0.06,66.1,2.23,1,1957,5.004242,4.995758,"333349.6_3684765",-88.7897061708462,33.2890892856823,TRUE
"1171546",1171546,2.2,0.06,66.1,2.23,1,1957,5.004242,4.995758,"333351.6_3684765",-88.7896847013887,33.2890895949152,TRUE
"1171547",1171547,2.2,0.06,66.1,2.23,1,1957,5.004242,4.995758,"333353.6_3684765",-88.7896632319309,33.2890899041443,TRUE
"1171548",1171548,2.2,0.06,66.1,2.23,1,1957,5.004242,4.995758,"333355.6_3684765",-88.7896417624728,33.2890902133697,TRUE
"1171549",1171549,2.2,0.06,66.1,2.23,1,1957,5.004242,4.995758,"333357.6_3684765",-88.7896202930143,33.2890905225914,TRUE
"1171550",1171550,2.2,0.06,66.11,2.22,1,1957,5.004242,4.995758,"333359.6_3684765",-88.7895988235555,33.2890908318094,TRUE
"1171551",1171551,2.2,0.06,66.11,2.22,1,1957,5.004242,4.995758,"333361.6_3684765",-88.7895773540963,33.2890911410237,TRUE
"1171552",1171552,2.2,0.06,66.11,2.22,1,1957,5.004242,4.995758,"333363.6_3684765",-88.7895558846369,33.2890914502343,TRUE
"1171553",1171553,2.2,0.06,66.12,2.21,1,1957,5.004242,4.995758,"333365.6_3684765",-88.7895344151771,33.2890917594412,TRUE
"1171554",1171554,2.2,0.06,66.12,2.21,1,1957,5.004242,4.995758,"333367.6_3684765",-88.789512945717,33.2890920686444,TRUE
"1171555",1171555,2.2,0.06,66.13,2.2,1,1957,5.004242,4.995758,"333369.6_3684765",-88.7894914762565,33.2890923778439,TRUE
"1171556",1171556,2.2,0.06,66.14,2.19,1,1957,5.004242,4.995758,"333371.6_3684765",-88.7894700067957,33.2890926870397,TRUE
"1171557",1171557,2.2,0.06,66.15,2.18,1,1957,5.004242,4.995758,"333373.6_3684765",-88.7894485373346,33.2890929962318,TRUE
"1171558",1171558,2.2,0.06,66.16,2.17,1,1957,5.004242,4.995758,"333375.6_3684765",-88.7894270678732,33.2890933054201,TRUE
"1171559",1171559,2.2,0.06,66.17,2.16,1,1957,5.004242,4.995758,"333377.6_3684765",-88.7894055984114,33.2890936146048,TRUE
"1171560",1171560,2.2,0.06,66.17,2.16,1,1957,5.004242,4.995758,"333327.6_3684763",-88.7899419666057,33.2890678527898,TRUE
"1171561",1171561,2.2,0.06,66.16,2.17,1,1957,5.004242,4.995758,"333329.6_3684763",-88.7899204971562,33.2890681620632,TRUE
"1171562",1171562,2.2,0.06,66.16,2.17,1,1957,5.004242,4.995758,"333331.6_3684763",-88.7898990277064,33.2890684713328,TRUE
"1171563",1171563,2.2,0.06,66.15,2.18,1,1957,5.004242,4.995758,"333333.6_3684763",-88.7898775582563,33.2890687805988,TRUE
"1171564",1171564,2.2,0.06,66.14,2.19,1,1957,5.004242,4.995758,"333335.6_3684763",-88.7898560888058,33.2890690898611,TRUE
"1171565",1171565,2.2,0.06,66.14,2.19,1,1957,5.004242,4.995758,"333337.6_3684763",-88.789834619355,33.2890693991197,TRUE
"1171566",1171566,2.2,0.06,66.14,2.19,1,1957,5.004242,4.995758,"333339.6_3684763",-88.7898131499039,33.2890697083745,TRUE
"1171567",1171567,2.2,0.06,66.13,2.2,1,1957,5.004242,4.995758,"333341.6_3684763",-88.7897916804525,33.2890700176257,TRUE
"1171568",1171568,2.2,0.06,66.13,2.2,1,1957,5.004242,4.995758,"333343.6_3684763",-88.7897702110007,33.2890703268731,TRUE
"1171569",1171569,2.2,0.06,66.13,2.2,1,1957,5.004242,4.995758,"333345.6_3684763",-88.7897487415486,33.2890706361169,TRUE
"1171570",1171570,2.2,0.06,66.13,2.2,1,1957,5.004242,4.995758,"333347.6_3684763",-88.7897272720962,33.2890709453569,TRUE
"1171571",1171571,2.2,0.06,66.13,2.2,1,1957,5.004242,4.995758,"333349.6_3684763",-88.7897058026434,33.2890712545932,TRUE
"1171572",1171572,2.2,0.06,66.13,2.2,1,1957,5.004242,4.995758,"333351.6_3684763",-88.7896843331903,33.2890715638259,TRUE
"1171573",1171573,2.2,0.06,66.13,2.2,1,1957,5.004242,4.995758,"333353.6_3684763",-88.7896628637369,33.2890718730548,TRUE
"1171574",1171574,2.2,0.06,66.13,2.2,1,1957,5.004242,4.995758,"333355.6_3684763",-88.7896413942832,33.28907218228,TRUE
"1171575",1171575,2.2,0.06,66.13,2.2,1,1957,5.004242,4.995758,"333357.6_3684763",-88.7896199248291,33.2890724915015,TRUE
"1171576",1171576,2.2,0.06,66.14,2.19,1,1957,5.004242,4.995758,"333359.6_3684763",-88.7895984553747,33.2890728007193,TRUE
"1171577",1171577,2.2,0.06,66.14,2.19,1,1957,5.004242,4.995758,"333361.6_3684763",-88.78957698592,33.2890731099334,TRUE
"1171578",1171578,2.2,0.06,66.15,2.18,1,1957,5.004242,4.995758,"333363.6_3684763",-88.7895555164649,33.2890734191438,TRUE
"1171579",1171579,2.2,0.06,66.15,2.18,1,1957,5.004242,4.995758,"333365.6_3684763",-88.7895340470095,33.2890737283505,TRUE
"1171580",1171580,2.2,0.06,66.16,2.17,1,1957,5.004242,4.995758,"333367.6_3684763",-88.7895125775538,33.2890740375535,TRUE
"1171581",1171581,2.2,0.06,66.17,2.16,1,1957,5.004242,4.995758,"333369.6_3684763",-88.7894911080978,33.2890743467527,TRUE
"1171582",1171582,2.2,0.06,66.17,2.16,1,1957,5.004242,4.995758,"333371.6_3684763",-88.7894696386414,33.2890746559483,TRUE
"1171583",1171583,2.2,0.06,66.17,2.16,1,1957,5.004242,4.995758,"333333.6_3684761",-88.7898771900185,33.2890507495114,TRUE
"1171584",1171584,2.2,0.06,66.17,2.16,1,1957,5.004242,4.995758,"333335.6_3684761",-88.7898557205724,33.2890510587734,TRUE
"1171585",1171585,2.2,0.06,66.16,2.17,1,1957,5.004242,4.995758,"333337.6_3684761",-88.7898342511261,33.2890513680318,TRUE
"1171586",1171586,2.2,0.06,66.16,2.17,1,1957,5.004242,4.995758,"333339.6_3684761",-88.7898127816794,33.2890516772864,TRUE
"1171587",1171587,2.2,0.06,66.16,2.17,1,1957,5.004242,4.995758,"333341.6_3684761",-88.7897913122323,33.2890519865374,TRUE
"1171588",1171588,2.2,0.06,66.15,2.18,1,1957,5.004242,4.995758,"333343.6_3684761",-88.789769842785,33.2890522957846,TRUE
"1171589",1171589,2.2,0.06,66.15,2.18,1,1957,5.004242,4.995758,"333345.6_3684761",-88.7897483733373,33.2890526050282,TRUE
"1171590",1171590,2.2,0.06,66.15,2.18,1,1957,5.004242,4.995758,"333347.6_3684761",-88.7897269038892,33.289052914268,TRUE
"1171591",1171591,2.2,0.06,66.15,2.18,1,1957,5.004242,4.995758,"333349.6_3684761",-88.7897054344409,33.2890532235041,TRUE
"1171592",1171592,2.2,0.06,66.16,2.17,1,1957,5.004242,4.995758,"333351.6_3684761",-88.7896839649922,33.2890535327365,TRUE
"1171593",1171593,2.2,0.06,66.16,2.17,1,1957,5.004242,4.995758,"333353.6_3684761",-88.7896624955432,33.2890538419652,TRUE
"1171594",1171594,2.2,0.06,66.16,2.17,1,1957,5.004242,4.995758,"333355.6_3684761",-88.7896410260939,33.2890541511902,TRUE
"1171595",1171595,2.2,0.06,66.16,2.17,1,1957,5.004242,4.995758,"333357.6_3684761",-88.7896195566442,33.2890544604115,TRUE
"1171596",1171596,2.2,0.06,66.17,2.16,1,1957,5.004242,4.995758,"333359.6_3684761",-88.7895980871942,33.2890547696291,TRUE
"1171597",1171597,2.2,0.06,66.17,2.16,1,1957,5.004242,4.995758,"333361.6_3684761",-88.7895766177439,33.289055078843,TRUE
"1171598",1171598,2.2,0.06,66.16,2.17,1,1957,5.004242,4.995758,"333071.6_3684011",-88.7925514018958,33.2822485527711,TRUE
"1171599",1171599,2.2,0.06,66.15,2.18,1,1957,5.004242,4.995758,"333073.6_3684011",-88.7925299341466,33.2822488624394,TRUE
"1171600",1171600,2.2,0.06,66.15,2.18,1,1957,5.004242,4.995758,"333075.6_3684011",-88.7925084663972,33.282249172104,TRUE
"1171601",1171601,2.2,0.06,66.15,2.18,1,1957,5.004242,4.995758,"333077.6_3684011",-88.7924869986474,33.2822494817649,TRUE
"1171602",1171602,2.2,0.06,66.17,2.16,1,1957,5.004242,4.995758,"333079.6_3684011",-88.7924655308973,33.2822497914221,TRUE
