"","X","Z2","k","POINT_Z","Z","Z3","N","DawnDO_Mod","DawnDO_Mod2","combo","POINT_X","POINT_Y","optional"
"1165822",1165822,2,0.06,66.34,1.99,1,3111,4.682917,5.317083,"333189.6_3684853",-88.7914399431602,33.2898579021693,TRUE
"1165823",1165823,2,0.06,66.34,1.99,1,3111,4.682917,5.317083,"333191.6_3684853",-88.7914184735349,33.2898582117079,TRUE
"1165824",1165824,2,0.06,66.33,2,1,3111,4.682917,5.317083,"333193.6_3684853",-88.7913970039092,33.2898585212428,TRUE
"1165825",1165825,2,0.06,66.33,2,1,3111,4.682917,5.317083,"333195.6_3684853",-88.7913755342832,33.289858830774,TRUE
"1165826",1165826,2,0.06,66.33,2,1,3111,4.682917,5.317083,"333197.6_3684853",-88.7913540646569,33.2898591403014,TRUE
"1165827",1165827,2,0.06,66.33,2,1,3111,4.682917,5.317083,"333199.6_3684853",-88.7913325950302,33.2898594498252,TRUE
"1165828",1165828,2,0.06,66.32,2.01,1,3111,4.682917,5.317083,"333201.6_3684853",-88.7913111254032,33.2898597593453,TRUE
"1165829",1165829,2,0.06,66.31,2.02,1,3111,4.682917,5.317083,"333203.6_3684853",-88.7912896557759,33.2898600688616,TRUE
"1165830",1165830,2,0.06,66.3,2.03,1,3111,4.682917,5.317083,"333205.6_3684853",-88.7912681861482,33.2898603783743,TRUE
"1165831",1165831,2,0.06,66.38,1.95,1,3111,4.682917,5.317083,"333171.6_3684851",-88.7916328011637,33.2898370850873,TRUE
"1165832",1165832,2,0.06,66.37,1.96,1,3111,4.682917,5.317083,"333173.6_3684851",-88.7916113315457,33.2898373946591,TRUE
"1165833",1165833,2,0.06,66.36,1.97,1,3111,4.682917,5.317083,"333175.6_3684851",-88.7915898619274,33.2898377042271,TRUE
"1165834",1165834,2,0.06,66.35,1.98,1,3111,4.682917,5.317083,"333177.6_3684851",-88.7915683923088,33.2898380137914,TRUE
"1165835",1165835,2,0.06,66.35,1.98,1,3111,4.682917,5.317083,"333179.6_3684851",-88.7915469226898,33.2898383233521,TRUE
"1165836",1165836,2,0.06,66.34,1.99,1,3111,4.682917,5.317083,"333181.6_3684851",-88.7915254530705,33.289838632909,TRUE
"1165837",1165837,2,0.06,66.33,2,1,3111,4.682917,5.317083,"333183.6_3684851",-88.7915039834509,33.2898389424622,TRUE
"1165838",1165838,2,0.06,66.33,2,1,3111,4.682917,5.317083,"333185.6_3684851",-88.7914825138309,33.2898392520117,TRUE
"1165839",1165839,2,0.06,66.32,2.01,1,3111,4.682917,5.317083,"333187.6_3684851",-88.7914610442107,33.2898395615575,TRUE
"1165840",1165840,2,0.06,66.32,2.01,1,3111,4.682917,5.317083,"333189.6_3684851",-88.7914395745901,33.2898398710996,TRUE
"1165841",1165841,2,0.06,66.32,2.01,1,3111,4.682917,5.317083,"333191.6_3684851",-88.7914181049691,33.289840180638,TRUE
"1165842",1165842,2,0.06,66.32,2.01,1,3111,4.682917,5.317083,"333193.6_3684851",-88.7913966353479,33.2898404901726,TRUE
"1165843",1165843,2,0.06,66.31,2.02,1,3111,4.682917,5.317083,"333195.6_3684851",-88.7913751657263,33.2898407997036,TRUE
"1165844",1165844,2,0.06,66.31,2.02,1,3111,4.682917,5.317083,"333197.6_3684851",-88.7913536961043,33.2898411092309,TRUE
"1165845",1165845,2,0.06,66.31,2.02,1,3111,4.682917,5.317083,"333199.6_3684851",-88.7913322264821,33.2898414187544,TRUE
"1165846",1165846,2,0.06,66.3,2.03,1,3111,4.682917,5.317083,"333201.6_3684851",-88.7913107568595,33.2898417282743,TRUE
"1165847",1165847,2,0.06,66.29,2.04,1,3111,4.682917,5.317083,"333203.6_3684851",-88.7912892872366,33.2898420377904,TRUE
"1165848",1165848,2,0.06,66.28,2.05,1,3111,4.682917,5.317083,"333205.6_3684851",-88.7912678176134,33.2898423473029,TRUE
"1165849",1165849,2,0.06,66.34,1.99,1,3111,4.682917,5.317083,"333293.6_3684851",-88.7903231538662,33.2898559621815,TRUE
"1165850",1165850,2,0.06,66.38,1.95,1,3111,4.682917,5.317083,"333169.6_3684849",-88.7916539021674,33.2898187444442,TRUE
"1165851",1165851,2,0.06,66.37,1.96,1,3111,4.682917,5.317083,"333171.6_3684849",-88.7916324325542,33.2898190540195,TRUE
"1165852",1165852,2,0.06,66.36,1.97,1,3111,4.682917,5.317083,"333173.6_3684849",-88.7916109629406,33.289819363591,TRUE
"1165853",1165853,2,0.06,66.35,1.98,1,3111,4.682917,5.317083,"333175.6_3684849",-88.7915894933267,33.2898196731588,TRUE
"1165854",1165854,2,0.06,66.34,1.99,1,3111,4.682917,5.317083,"333177.6_3684849",-88.7915680237125,33.2898199827229,TRUE
"1165855",1165855,2,0.06,66.33,2,1,3111,4.682917,5.317083,"333179.6_3684849",-88.7915465540979,33.2898202922833,TRUE
"1165856",1165856,2,0.06,66.33,2,1,3111,4.682917,5.317083,"333181.6_3684849",-88.791525084483,33.28982060184,TRUE
"1165857",1165857,2,0.06,66.32,2.01,1,3111,4.682917,5.317083,"333183.6_3684849",-88.7915036148678,33.289820911393,TRUE
"1165858",1165858,2,0.06,66.31,2.02,1,3111,4.682917,5.317083,"333185.6_3684849",-88.7914821452523,33.2898212209423,TRUE
"1165859",1165859,2,0.06,66.31,2.02,1,3111,4.682917,5.317083,"333187.6_3684849",-88.7914606756364,33.2898215304879,TRUE
"1165860",1165860,2,0.06,66.3,2.03,1,3111,4.682917,5.317083,"333189.6_3684849",-88.7914392060202,33.2898218400298,TRUE
"1165861",1165861,2,0.06,66.3,2.03,1,3111,4.682917,5.317083,"333191.6_3684849",-88.7914177364037,33.289822149568,TRUE
"1165862",1165862,2,0.06,66.3,2.03,1,3111,4.682917,5.317083,"333193.6_3684849",-88.7913962667868,33.2898224591024,TRUE
"1165863",1165863,2,0.06,66.3,2.03,1,3111,4.682917,5.317083,"333195.6_3684849",-88.7913747971696,33.2898227686332,TRUE
"1165864",1165864,2,0.06,66.29,2.04,1,3111,4.682917,5.317083,"333197.6_3684849",-88.7913533275521,33.2898230781603,TRUE
"1165865",1165865,2,0.06,66.29,2.04,1,3111,4.682917,5.317083,"333199.6_3684849",-88.7913318579343,33.2898233876836,TRUE
"1165866",1165866,2,0.06,66.28,2.05,1,3111,4.682917,5.317083,"333201.6_3684849",-88.7913103883161,33.2898236972032,TRUE
"1165867",1165867,2,0.06,66.3,2.03,1,3111,4.682917,5.317083,"333291.6_3684849",-88.790344255159,33.2898376217515,TRUE
"1165868",1165868,2,0.06,66.37,1.96,1,3111,4.682917,5.317083,"333169.6_3684847",-88.7916535335538,33.2898007133765,TRUE
"1165869",1165869,2,0.06,66.36,1.97,1,3111,4.682917,5.317083,"333171.6_3684847",-88.7916320639449,33.2898010229515,TRUE
"1165870",1165870,2,0.06,66.35,1.98,1,3111,4.682917,5.317083,"333173.6_3684847",-88.7916105943358,33.2898013325228,TRUE
"1165871",1165871,2,0.06,66.34,1.99,1,3111,4.682917,5.317083,"333175.6_3684847",-88.7915891247263,33.2898016420904,TRUE
"1165872",1165872,2,0.06,66.33,2,1,3111,4.682917,5.317083,"333177.6_3684847",-88.7915676551165,33.2898019516543,TRUE
"1165873",1165873,2,0.06,66.32,2.01,1,3111,4.682917,5.317083,"333179.6_3684847",-88.7915461855063,33.2898022612145,TRUE
"1165874",1165874,2,0.06,66.31,2.02,1,3111,4.682917,5.317083,"333181.6_3684847",-88.7915247158959,33.289802570771,TRUE
"1165875",1165875,2,0.06,66.3,2.03,1,3111,4.682917,5.317083,"333183.6_3684847",-88.7915032462851,33.2898028803238,TRUE
"1165876",1165876,2,0.06,66.3,2.03,1,3111,4.682917,5.317083,"333185.6_3684847",-88.7914817766739,33.2898031898729,TRUE
"1165877",1165877,2,0.06,66.29,2.04,1,3111,4.682917,5.317083,"333187.6_3684847",-88.7914603070625,33.2898034994183,TRUE
"1165878",1165878,2,0.06,66.29,2.04,1,3111,4.682917,5.317083,"333189.6_3684847",-88.7914388374507,33.2898038089599,TRUE
"1165879",1165879,2,0.06,66.28,2.05,1,3111,4.682917,5.317083,"333191.6_3684847",-88.7914173678386,33.2898041184979,TRUE
"1165880",1165880,2,0.06,66.28,2.05,1,3111,4.682917,5.317083,"333193.6_3684847",-88.7913958982261,33.2898044280322,TRUE
"1165881",1165881,2,0.06,66.28,2.05,1,3111,4.682917,5.317083,"333195.6_3684847",-88.7913744286134,33.2898047375627,TRUE
"1165882",1165882,2,0.06,66.29,2.04,1,3111,4.682917,5.317083,"333289.6_3684847",-88.790365356443,33.2898192813183,TRUE
"1165883",1165883,2,0.06,66.38,1.95,1,3111,4.682917,5.317083,"333167.6_3684845",-88.7916746345446,33.2897823727302,TRUE
"1165884",1165884,2,0.06,66.37,1.96,1,3111,4.682917,5.317083,"333169.6_3684845",-88.7916531649405,33.2897826823087,TRUE
"1165885",1165885,2,0.06,66.35,1.98,1,3111,4.682917,5.317083,"333171.6_3684845",-88.7916316953361,33.2897829918835,TRUE
"1165886",1165886,2,0.06,66.34,1.99,1,3111,4.682917,5.317083,"333173.6_3684845",-88.7916102257313,33.2897833014546,TRUE
"1165887",1165887,2,0.06,66.33,2,1,3111,4.682917,5.317083,"333175.6_3684845",-88.7915887561262,33.289783611022,TRUE
"1165888",1165888,2,0.06,66.32,2.01,1,3111,4.682917,5.317083,"333177.6_3684845",-88.7915672865208,33.2897839205857,TRUE
"1165889",1165889,2,0.06,66.31,2.02,1,3111,4.682917,5.317083,"333179.6_3684845",-88.7915458169151,33.2897842301457,TRUE
"1165890",1165890,2,0.06,66.3,2.03,1,3111,4.682917,5.317083,"333181.6_3684845",-88.791524347309,33.289784539702,TRUE
"1165891",1165891,2,0.06,66.29,2.04,1,3111,4.682917,5.317083,"333183.6_3684845",-88.7915028777026,33.2897848492546,TRUE
"1165892",1165892,2,0.06,66.28,2.05,1,3111,4.682917,5.317083,"333185.6_3684845",-88.7914814080959,33.2897851588034,TRUE
"1165893",1165893,2,0.06,66.28,2.05,1,3111,4.682917,5.317083,"333187.6_3684845",-88.7914599384889,33.2897854683486,TRUE
"1165894",1165894,2,0.06,66.35,1.98,1,3111,4.682917,5.317083,"333287.6_3684845",-88.7903864577181,33.2898009408817,TRUE
"1165895",1165895,2,0.06,66.37,1.96,1,3111,4.682917,5.317083,"333167.6_3684843",-88.7916742659272,33.2897643416626,TRUE
"1165896",1165896,2,0.06,66.36,1.97,1,3111,4.682917,5.317083,"333169.6_3684843",-88.7916527963275,33.2897646512409,TRUE
"1165897",1165897,2,0.06,66.35,1.98,1,3111,4.682917,5.317083,"333171.6_3684843",-88.7916313267275,33.2897649608155,TRUE
"1165898",1165898,2,0.06,66.33,2,1,3111,4.682917,5.317083,"333173.6_3684843",-88.7916098571272,33.2897652703864,TRUE
"1165899",1165899,2,0.06,66.32,2.01,1,3111,4.682917,5.317083,"333175.6_3684843",-88.7915883875265,33.2897655799536,TRUE
"1165900",1165900,2,0.06,66.31,2.02,1,3111,4.682917,5.317083,"333177.6_3684843",-88.7915669179255,33.289765889517,TRUE
"1165901",1165901,2,0.06,66.3,2.03,1,3111,4.682917,5.317083,"333179.6_3684843",-88.7915454483242,33.2897661990768,TRUE
"1165902",1165902,2,0.06,66.29,2.04,1,3111,4.682917,5.317083,"333181.6_3684843",-88.7915239787225,33.2897665086329,TRUE
"1165903",1165903,2,0.06,66.28,2.05,1,3111,4.682917,5.317083,"333183.6_3684843",-88.7915025091205,33.2897668181852,TRUE
"1165904",1165904,2,0.06,66.31,2.02,1,3111,4.682917,5.317083,"333285.6_3684843",-88.7904075589845,33.2897826004417,TRUE
"1165905",1165905,2,0.06,66.38,1.95,1,3111,4.682917,5.317083,"333165.6_3684841",-88.7916953669051,33.2897460010131,TRUE
"1165906",1165906,2,0.06,66.37,1.96,1,3111,4.682917,5.317083,"333167.6_3684841",-88.7916738973101,33.2897463105949,TRUE
"1165907",1165907,2,0.06,66.35,1.98,1,3111,4.682917,5.317083,"333169.6_3684841",-88.7916524277149,33.289746620173,TRUE
"1165908",1165908,2,0.06,66.34,1.99,1,3111,4.682917,5.317083,"333171.6_3684841",-88.7916309581193,33.2897469297474,TRUE
"1165909",1165909,2,0.06,66.33,2,1,3111,4.682917,5.317083,"333173.6_3684841",-88.7916094885233,33.289747239318,TRUE
"1165910",1165910,2,0.06,66.31,2.02,1,3111,4.682917,5.317083,"333175.6_3684841",-88.7915880189271,33.289747548885,TRUE
"1165911",1165911,2,0.06,66.3,2.03,1,3111,4.682917,5.317083,"333177.6_3684841",-88.7915665493305,33.2897478584483,TRUE
"1165912",1165912,2,0.06,66.29,2.04,1,3111,4.682917,5.317083,"333179.6_3684841",-88.7915450797336,33.2897481680079,TRUE
"1165913",1165913,2,0.06,66.28,2.05,1,3111,4.682917,5.317083,"333181.6_3684841",-88.7915236101364,33.2897484775637,TRUE
"1165914",1165914,2,0.06,66.3,2.03,1,3111,4.682917,5.317083,"333283.6_3684841",-88.790428660242,33.2897642599984,TRUE
"1165915",1165915,2,0.06,66.38,1.95,1,3111,4.682917,5.317083,"333165.6_3684839",-88.7916949982839,33.2897279699455,TRUE
"1165916",1165916,2,0.06,66.36,1.97,1,3111,4.682917,5.317083,"333167.6_3684839",-88.7916735286934,33.2897282795271,TRUE
"1165917",1165917,2,0.06,66.35,1.98,1,3111,4.682917,5.317083,"333169.6_3684839",-88.7916520591025,33.289728589105,TRUE
"1165918",1165918,2,0.06,66.33,2,1,3111,4.682917,5.317083,"333171.6_3684839",-88.7916305895114,33.2897288986792,TRUE
"1165919",1165919,2,0.06,66.32,2.01,1,3111,4.682917,5.317083,"333173.6_3684839",-88.7916091199198,33.2897292082497,TRUE
"1165920",1165920,2,0.06,66.31,2.02,1,3111,4.682917,5.317083,"333175.6_3684839",-88.791587650328,33.2897295178164,TRUE
"1165921",1165921,2,0.06,66.29,2.04,1,3111,4.682917,5.317083,"333177.6_3684839",-88.7915661807358,33.2897298273795,TRUE
"1165922",1165922,2,0.06,66.28,2.05,1,3111,4.682917,5.317083,"333179.6_3684839",-88.7915447111433,33.2897301369389,TRUE
"1165923",1165923,2,0.06,66.38,1.95,1,3111,4.682917,5.317083,"333165.6_3684837",-88.7916946296631,33.289709938878,TRUE
"1165924",1165924,2,0.06,66.36,1.97,1,3111,4.682917,5.317083,"333167.6_3684837",-88.791673160077,33.2897102484593,TRUE
"1165925",1165925,2,0.06,66.35,1.98,1,3111,4.682917,5.317083,"333169.6_3684837",-88.7916516904906,33.289710558037,TRUE
"1165926",1165926,2,0.06,66.33,2,1,3111,4.682917,5.317083,"333171.6_3684837",-88.7916302209038,33.289710867611,TRUE
"1165927",1165927,2,0.06,66.32,2.01,1,3111,4.682917,5.317083,"333173.6_3684837",-88.7916087513167,33.2897111771812,TRUE
"1165928",1165928,2,0.06,66.3,2.03,1,3111,4.682917,5.317083,"333175.6_3684837",-88.7915872817292,33.2897114867478,TRUE
"1165929",1165929,2,0.06,66.29,2.04,1,3111,4.682917,5.317083,"333177.6_3684837",-88.7915658121415,33.2897117963106,TRUE
"1165930",1165930,2,0.06,66.33,2,1,3111,4.682917,5.317083,"333281.6_3684837",-88.7904493931258,33.289727888472,TRUE
"1165931",1165931,2,0.06,66.37,1.96,1,3111,4.682917,5.317083,"333165.6_3684835",-88.7916942610426,33.2896919078103,TRUE
"1165932",1165932,2,0.06,66.36,1.97,1,3111,4.682917,5.317083,"333167.6_3684835",-88.7916727914609,33.2896922173915,TRUE
"1165933",1165933,2,0.06,66.34,1.99,1,3111,4.682917,5.317083,"333169.6_3684835",-88.7916513218789,33.2896925269689,TRUE
"1165934",1165934,2,0.06,66.33,2,1,3111,4.682917,5.317083,"333171.6_3684835",-88.7916298522965,33.2896928365427,TRUE
"1165935",1165935,2,0.06,66.31,2.02,1,3111,4.682917,5.317083,"333173.6_3684835",-88.7916083827138,33.2896931461128,TRUE
"1165936",1165936,2,0.06,66.3,2.03,1,3111,4.682917,5.317083,"333175.6_3684835",-88.7915869131308,33.2896934556791,TRUE
"1165937",1165937,2,0.06,66.28,2.05,1,3111,4.682917,5.317083,"333177.6_3684835",-88.7915654435475,33.2896937652417,TRUE
"1165938",1165938,2,0.06,66.28,2.05,1,3111,4.682917,5.317083,"333279.6_3684835",-88.7904704943615,33.2897095480222,TRUE
"1165939",1165939,2,0.06,66.37,1.96,1,3111,4.682917,5.317083,"333165.6_3684833",-88.7916938924225,33.2896738767426,TRUE
"1165940",1165940,2,0.06,66.36,1.97,1,3111,4.682917,5.317083,"333167.6_3684833",-88.7916724228452,33.2896741863236,TRUE
"1165941",1165941,2,0.06,66.34,1.99,1,3111,4.682917,5.317083,"333169.6_3684833",-88.7916509532676,33.2896744959008,TRUE
"1165942",1165942,2,0.06,66.33,2,1,3111,4.682917,5.317083,"333171.6_3684833",-88.7916294836896,33.2896748054744,TRUE
"1165943",1165943,2,0.06,66.31,2.02,1,3111,4.682917,5.317083,"333173.6_3684833",-88.7916080141113,33.2896751150442,TRUE
"1165944",1165944,2,0.06,66.3,2.03,1,3111,4.682917,5.317083,"333175.6_3684833",-88.7915865445327,33.2896754246103,TRUE
"1165945",1165945,2,0.06,66.28,2.05,1,3111,4.682917,5.317083,"333177.6_3684833",-88.7915650749538,33.2896757341728,TRUE
"1165946",1165946,2,0.06,66.33,2,1,3111,4.682917,5.317083,"333279.6_3684833",-88.7904701259928,33.2896915169424,TRUE
"1165947",1165947,2,0.06,66.37,1.96,1,3111,4.682917,5.317083,"333165.6_3684831",-88.7916935238026,33.2896558456749,TRUE
"1165948",1165948,2,0.06,66.36,1.97,1,3111,4.682917,5.317083,"333167.6_3684831",-88.7916720542298,33.2896561552556,TRUE
"1165949",1165949,2,0.06,66.34,1.99,1,3111,4.682917,5.317083,"333169.6_3684831",-88.7916505846566,33.2896564648327,TRUE
"1165950",1165950,2,0.06,66.32,2.01,1,3111,4.682917,5.317083,"333171.6_3684831",-88.791629115083,33.289656774406,TRUE
"1165951",1165951,2,0.06,66.31,2.02,1,3111,4.682917,5.317083,"333173.6_3684831",-88.7916076455091,33.2896570839756,TRUE
"1165952",1165952,2,0.06,66.29,2.04,1,3111,4.682917,5.317083,"333175.6_3684831",-88.791586175935,33.2896573935415,TRUE
"1165953",1165953,2,0.06,66.28,2.05,1,3111,4.682917,5.317083,"333177.6_3684831",-88.7915647063604,33.2896577031037,TRUE
"1165954",1165954,2,0.06,66.28,2.05,1,3111,4.682917,5.317083,"333277.6_3684831",-88.7904912272157,33.2896731764894,TRUE
"1165955",1165955,2,0.06,66.36,1.97,1,3111,4.682917,5.317083,"333279.6_3684831",-88.7904697576245,33.2896734858627,TRUE
"1165956",1165956,2,0.06,66.37,1.96,1,3111,4.682917,5.317083,"333165.6_3684829",-88.7916931551832,33.2896378146071,TRUE
"1165957",1165957,2,0.06,66.36,1.97,1,3111,4.682917,5.317083,"333167.6_3684829",-88.7916716856147,33.2896381241876,TRUE
"1165958",1165958,2,0.06,66.34,1.99,1,3111,4.682917,5.317083,"333169.6_3684829",-88.7916502160459,33.2896384337644,TRUE
"1165959",1165959,2,0.06,66.32,2.01,1,3111,4.682917,5.317083,"333171.6_3684829",-88.7916287464768,33.2896387433375,TRUE
"1165960",1165960,2,0.06,66.31,2.02,1,3111,4.682917,5.317083,"333173.6_3684829",-88.7916072769073,33.289639052907,TRUE
"1165961",1165961,2,0.06,66.29,2.04,1,3111,4.682917,5.317083,"333175.6_3684829",-88.7915858073375,33.2896393624727,TRUE
"1165962",1165962,2,0.06,66.28,2.05,1,3111,4.682917,5.317083,"333177.6_3684829",-88.7915643377674,33.2896396720347,TRUE
"1165963",1165963,2,0.06,66.31,2.02,1,3111,4.682917,5.317083,"333277.6_3684829",-88.7904908588432,33.2896551454098,TRUE
"1165964",1165964,2,0.06,66.38,1.95,1,3111,4.682917,5.317083,"333279.6_3684829",-88.7904693892564,33.2896554547828,TRUE
"1165965",1165965,2,0.06,66.37,1.96,1,3111,4.682917,5.317083,"333165.6_3684827",-88.791692786564,33.2896197835392,TRUE
"1165966",1165966,2,0.06,66.36,1.97,1,3111,4.682917,5.317083,"333167.6_3684827",-88.7916713169999,33.2896200931195,TRUE
"1165967",1165967,2,0.06,66.34,1.99,1,3111,4.682917,5.317083,"333169.6_3684827",-88.7916498474356,33.2896204026961,TRUE
"1165968",1165968,2,0.06,66.33,2,1,3111,4.682917,5.317083,"333171.6_3684827",-88.7916283778708,33.289620712269,TRUE
"1165969",1165969,2,0.06,66.31,2.02,1,3111,4.682917,5.317083,"333173.6_3684827",-88.7916069083058,33.2896210218383,TRUE
"1165970",1165970,2,0.06,66.29,2.04,1,3111,4.682917,5.317083,"333175.6_3684827",-88.7915854387404,33.2896213314038,TRUE
"1165971",1165971,2,0.06,66.28,2.05,1,3111,4.682917,5.317083,"333177.6_3684827",-88.7915639691747,33.2896216409655,TRUE
"1165972",1165972,2,0.06,66.33,2,1,3111,4.682917,5.317083,"333277.6_3684827",-88.7904904904711,33.2896371143301,TRUE
"1165973",1165973,2,0.06,66.38,1.95,1,3111,4.682917,5.317083,"333165.6_3684825",-88.7916924179451,33.2896017524713,TRUE
"1165974",1165974,2,0.06,66.36,1.97,1,3111,4.682917,5.317083,"333167.6_3684825",-88.7916709483855,33.2896020620514,TRUE
"1165975",1165975,2,0.06,66.34,1.99,1,3111,4.682917,5.317083,"333169.6_3684825",-88.7916494788255,33.2896023716278,TRUE
"1165976",1165976,2,0.06,66.33,2,1,3111,4.682917,5.317083,"333171.6_3684825",-88.7916280092652,33.2896026812005,TRUE
"1165977",1165977,2,0.06,66.31,2.02,1,3111,4.682917,5.317083,"333173.6_3684825",-88.7916065397046,33.2896029907695,TRUE
"1165978",1165978,2,0.06,66.3,2.03,1,3111,4.682917,5.317083,"333175.6_3684825",-88.7915850701436,33.2896033003348,TRUE
"1165979",1165979,2,0.06,66.28,2.05,1,3111,4.682917,5.317083,"333177.6_3684825",-88.7915636005823,33.2896036098964,TRUE
"1165980",1165980,2,0.06,66.29,2.04,1,3111,4.682917,5.317083,"333275.6_3684825",-88.790511591677,33.2896187738741,TRUE
"1165981",1165981,2,0.06,66.35,1.98,1,3111,4.682917,5.317083,"333277.6_3684825",-88.7904901220993,33.2896190832504,TRUE
"1165982",1165982,2,0.06,66.38,1.95,1,3111,4.682917,5.317083,"333165.6_3684823",-88.7916920493266,33.2895837214033,TRUE
"1165983",1165983,2,0.06,66.36,1.97,1,3111,4.682917,5.317083,"333167.6_3684823",-88.7916705797714,33.2895840309832,TRUE
"1165984",1165984,2,0.06,66.35,1.98,1,3111,4.682917,5.317083,"333169.6_3684823",-88.7916491102158,33.2895843405594,TRUE
"1165985",1165985,2,0.06,66.33,2,1,3111,4.682917,5.317083,"333171.6_3684823",-88.7916276406599,33.2895846501319,TRUE
"1165986",1165986,2,0.06,66.32,2.01,1,3111,4.682917,5.317083,"333173.6_3684823",-88.7916061711037,33.2895849597007,TRUE
"1165987",1165987,2,0.06,66.3,2.03,1,3111,4.682917,5.317083,"333175.6_3684823",-88.7915847015472,33.2895852692657,TRUE
"1165988",1165988,2,0.06,66.28,2.05,1,3111,4.682917,5.317083,"333177.6_3684823",-88.7915632319903,33.2895855788271,TRUE
"1165989",1165989,2,0.06,66.31,2.02,1,3111,4.682917,5.317083,"333275.6_3684823",-88.7905112233011,33.2896007427945,TRUE
"1165990",1165990,2,0.06,66.35,1.98,1,3111,4.682917,5.317083,"333277.6_3684823",-88.7904897537278,33.2896010521706,TRUE
"1165991",1165991,2,0.06,66.38,1.95,1,3111,4.682917,5.317083,"333165.6_3684821",-88.7916916807085,33.2895656903353,TRUE
"1165992",1165992,2,0.06,66.37,1.96,1,3111,4.682917,5.317083,"333167.6_3684821",-88.7916702111576,33.2895659999149,TRUE
"1165993",1165993,2,0.06,66.35,1.98,1,3111,4.682917,5.317083,"333169.6_3684821",-88.7916487416065,33.2895663094909,TRUE
"1165994",1165994,2,0.06,66.34,1.99,1,3111,4.682917,5.317083,"333171.6_3684821",-88.791627272055,33.2895666190632,TRUE
"1165995",1165995,2,0.06,66.32,2.01,1,3111,4.682917,5.317083,"333173.6_3684821",-88.7916058025032,33.2895669286318,TRUE
"1165996",1165996,2,0.06,66.3,2.03,1,3111,4.682917,5.317083,"333175.6_3684821",-88.791584332951,33.2895672381966,TRUE
"1165997",1165997,2,0.06,66.29,2.04,1,3111,4.682917,5.317083,"333177.6_3684821",-88.7915628633986,33.2895675477578,TRUE
"1165998",1165998,2,0.06,66.28,2.05,1,3111,4.682917,5.317083,"333273.6_3684821",-88.7905323244941,33.2895824023353,TRUE
"1165999",1165999,2,0.06,66.32,2.01,1,3111,4.682917,5.317083,"333275.6_3684821",-88.7905108549256,33.2895827117149,TRUE
"1166000",1166000,2,0.06,66.36,1.97,1,3111,4.682917,5.317083,"333277.6_3684821",-88.7904893853567,33.2895830210907,TRUE
"1166001",1166001,2,0.06,66.37,1.96,1,3111,4.682917,5.317083,"333167.6_3684819",-88.7916698425442,33.2895479688466,TRUE
"1166002",1166002,2,0.06,66.36,1.97,1,3111,4.682917,5.317083,"333169.6_3684819",-88.7916483729974,33.2895482784224,TRUE
"1166003",1166003,2,0.06,66.34,1.99,1,3111,4.682917,5.317083,"333171.6_3684819",-88.7916269034504,33.2895485879945,TRUE
"1166004",1166004,2,0.06,66.32,2.01,1,3111,4.682917,5.317083,"333173.6_3684819",-88.791605433903,33.2895488975628,TRUE
