"","ElevationBottom","Longitude","Latitude","optional"
"236",-2.2,334085.54644086,3683278.27301241,TRUE
"237",-2.1,334085.600300362,3683283.07108861,TRUE
"238",-2.2,334085.654046805,3683287.84366718,TRUE
"239",-2.1,334085.707577478,3683292.62403306,TRUE
"240",-2.1,334085.759935025,3683297.31285417,TRUE
"241",-2.1,334085.813681217,3683302.06889046,TRUE
"242",-2.1,334085.861994653,3683306.53173148,TRUE
"243",-2.1,334085.91313292,3683311.14201236,TRUE
"244",-2.1,334085.966051138,3683315.87859549,TRUE
"245",-2.1,334086.018716928,3683320.59487733,TRUE
"246",-2.1,334086.071104693,3683325.2980055,TRUE
"247",-2.1,334086.118257553,3683329.68259026,TRUE
"248",-2.2,334086.17181573,3683334.4590026,TRUE
"249",-2.2,334086.225734099,3683339.2407936,TRUE
"250",-2.1,334086.277894088,3683343.9077523,TRUE
"251",-2.1,334086.323716612,3683348.22300557,TRUE
"252",-2.2,334086.37701275,3683352.98324984,TRUE
"253",-2.1,334086.431433349,3683357.77793523,TRUE
"254",-2.2,334086.483360107,3683362.44220549,TRUE
"255",-2.2,334086.530625199,3683366.86082628,TRUE
"256",-2.1,334086.584133819,3683371.63192177,TRUE
"257",-2.1,334086.637972402,3683376.42784684,TRUE
"258",-2.1,334086.686618089,3683380.92577268,TRUE
"259",-2.1,334086.739138633,3683385.6303042,TRUE
"260",-2.1,334086.792608395,3683390.40695497,TRUE
"261",-2.1,334086.844327418,3683395.06686575,TRUE
"262",-2.1,334086.892088191,3683399.50505347,TRUE
"263",-2.1,334086.945395188,3683404.27136083,TRUE
"264",-2.1,334086.845930729,3683408.57233592,TRUE
"265",-2.1,334086.724374039,3683413.36539691,TRUE
"266",-2.1,334086.595332412,3683417.66847776,TRUE
"267",-2.2,334086.47543482,3683422.57584806,TRUE
"268",-2.1,334086.287690576,3683426.87161635,TRUE
"269",-2.1,334086.081367534,3683431.53726677,TRUE
"270",-2.1,334085.876395316,3683436.33892533,TRUE
"271",-2.1,334085.702225512,3683440.68180273,TRUE
"272",-2.1,334085.472068678,3683445.4194576,TRUE
"273",-2.1,334085.240544342,3683449.79794474,TRUE
"274",-2,334084.82342894,3683454.51839135,TRUE
"275",-2.1,334084.341524617,3683459.30741609,TRUE
"276",-2,334083.691708027,3683463.63269991,TRUE
"277",-2,334083.053718184,3683468.42173792,TRUE
"278",-2,334082.511772447,3683473.17638163,TRUE
"279",-2,334082.030517613,3683477.52458552,TRUE
"280",-2.1,334081.602334739,3683482.19587423,TRUE
"281",-2,334081.066470877,3683486.58424767,TRUE
"282",-2,334080.590322721,3683491.41829205,TRUE
"283",-2,334080.146865755,3683495.73982753,TRUE
"284",-2,334079.65731606,3683500.52612556,TRUE
"285",-2,334079.152218579,3683504.7193478,TRUE
"286",-2,334078.661778336,3683510.11211277,TRUE
"287",-2.1,334078.2264935,3683514.46433924,TRUE
"288",-2,334077.749552098,3683519.19841133,TRUE
"289",-2,334077.211573628,3683523.88266103,TRUE
"290",-2,334076.626537705,3683528.19619073,TRUE
"291",-2,334076.144205989,3683532.97803341,TRUE
"292",-2,334075.69954699,3683537.41810756,TRUE
"293",-2,334075.325881963,3683542.08550236,TRUE
"294",-2,334074.990693661,3683546.50314681,TRUE
"295",-2,334074.718336782,3683551.17628939,TRUE
"296",-2,334074.436634637,3683555.62102807,TRUE
"297",-2,334074.109516926,3683560.40066624,TRUE
"298",-2,334073.777878304,3683564.70769583,TRUE
"299",-2,334073.185902592,3683569.47955589,TRUE
"300",-2,334072.495385006,3683573.81301412,TRUE
"301",-2,334071.781500113,3683578.61526311,TRUE
"302",-2,334071.063327994,3683583.05629341,TRUE
"303",-2,334070.305768943,3683587.37258412,TRUE
"304",-2,334069.443759605,3683592.16977086,TRUE
"305",-2,334068.484447968,3683597.79912206,TRUE
"306",-1.9,334067.190136033,3683603.19799985,TRUE
"307",-2,334066.419061058,3683607.63277971,TRUE
"308",-1.9,334065.895683243,3683612.30565507,TRUE
"309",-2,334065.466326268,3683617.09960111,TRUE
"310",-2,334065.295253347,3683621.49630058,TRUE
"311",-1.9,334065.133741546,3683626.54449119,TRUE
"312",-2,334064.966281821,3683631.33560547,TRUE
"313",-2,334064.660789021,3683635.6427505,TRUE
"314",-2,334064.289078365,3683640.43513784,TRUE
"315",-2,334063.875614862,3683645.16225949,TRUE
"316",-2,334063.443729443,3683649.8898202,TRUE
"317",-2,334062.984566638,3683654.60200839,TRUE
"318",-2,334062.793271479,3683659.10744497,TRUE
"319",-2,334062.80126295,3683663.7728551,TRUE
"320",-2,334062.81073632,3683668.56355515,TRUE
"321",-2,334062.814251198,3683672.99101078,TRUE
"322",-2,334062.823658629,3683677.76567532,TRUE
"323",-1.9,334062.83356345,3683682.52490289,TRUE
"324",-2,334062.842259768,3683687.19712016,TRUE
"325",-1.9,334062.848765756,3683691.78760763,TRUE
"326",-1.9,334062.860955117,3683696.65025183,TRUE
"327",-1.9,334062.864490889,3683701.06469784,TRUE
"328",-2,334062.874148087,3683705.85596312,TRUE
"329",-1.9,334062.882844175,3683710.54837745,TRUE
"330",-1.9,334063.091933758,3683715.27208987,TRUE
"331",-1.9,334063.318936363,3683719.96255708,TRUE
"332",-1.9,334063.546573744,3683724.7317945,TRUE
"333",-1.9,334063.766616957,3683729.0312166,TRUE
"334",-1.9,334063.989409871,3683733.68715454,TRUE
"335",-1.9,334064.330662766,3683738.47025876,TRUE
"336",-2,334065.126054887,3683742.84434782,TRUE
"337",-1.9,334065.658952439,3683747.53819383,TRUE
"338",-1.9,334066.147249397,3683751.94581738,TRUE
"339",-1.9,334066.472648255,3683756.73281946,TRUE
"340",-1.9,334066.785518877,3683761.02462972,TRUE
"341",-1.9,334067.108889866,3683765.80198141,TRUE
"342",-1.9,334067.950222693,3683770.09468012,TRUE
"343",-1.9,334069.11413901,3683774.85614402,TRUE
"344",-1.9,334070.226564794,3683779.17819321,TRUE
"345",-1.9,334071.191734022,3683783.90736559,TRUE
"346",-1.9,334072.014976607,3683788.67496382,TRUE
"347",-1.9,334072.747510925,3683792.97171144,TRUE
"348",-1.9,334073.398641323,3683797.73519087,TRUE
"349",-1.9,334073.914474501,3683802.29627147,TRUE
"350",-1.8,334074.387455679,3683807.04062698,TRUE
"351",-1.9,334074.84275472,3683811.33355771,TRUE
"352",-1.9,334075.302423806,3683816.114365,TRUE
"353",-1.9,334075.795117219,3683820.88179662,TRUE
"354",-1.9,334076.358292884,3683825.61029274,TRUE
"355",-1.9,334076.972472638,3683830.31303431,TRUE
"356",-2,334077.633505901,3683834.75845228,TRUE
"357",-2,334078.330787284,3683839.3794224,TRUE
"358",-2,334079.035242805,3683844.15555567,TRUE
"359",-2,334079.728250885,3683848.79413246,TRUE
"360",-2,334080.424970776,3683853.46541047,TRUE
"361",-2,334081.075997638,3683857.95961801,TRUE
"362",-2,334081.792941535,3683862.62459746,TRUE
"363",-2,334082.524439597,3683867.40103206,TRUE
"364",-1.9,334083.225256808,3683872.16610356,TRUE
"365",-1.9,334083.873726976,3683876.83840333,TRUE
"366",-1.8,334084.512293823,3683881.23461821,TRUE
"367",-1.8,334085.124831391,3683885.52454183,TRUE
"368",-1.8,334085.683894463,3683889.89191905,TRUE
"369",-1.8,334086.377767973,3683893.75608343,TRUE
"370",-1.8,334087.48430743,3683898.36034804,TRUE
"371",-1.8,334088.756475658,3683902.92122946,TRUE
"372",-1.7,334090.303855337,3683907.31561772,TRUE
"373",-1.8,334091.699983658,3683912.07672665,TRUE
"374",-1.7,334093.208620105,3683916.35282038,TRUE
"375",-1.7,334094.728548671,3683920.70369686,TRUE
"376",-1.7,334096.271803345,3683925.38884308,TRUE
"377",-1.7,334097.930393302,3683929.76359728,TRUE
"378",-1.7,334099.476238873,3683934.07754782,TRUE
"379",-1.8,334101.130008377,3683938.81075418,TRUE
"380",-1.8,334102.921078892,3683943.07988011,TRUE
"381",-1.8,334104.76475151,3683947.4232009,TRUE
"382",-1.9,334106.375252681,3683951.68682726,TRUE
"383",-2,334108.146822912,3683955.55574509,TRUE
"384",-2,334109.64877654,3683959.16702463,TRUE
"385",-2,334110.663223433,3683963.18085855,TRUE
"386",-2,334110.410489707,3683967.34692723,TRUE
"387",-2,334110.155719928,3683971.29381486,TRUE
"388",-2,334109.478216729,3683975.25526582,TRUE
"389",-2,334108.078133279,3683979.09716887,TRUE
"390",-2,334106.163714623,3683982.5876946,TRUE
"391",-2,334103.875839904,3683986.18737217,TRUE
"392",-2,334101.739729129,3683990.03531774,TRUE
"393",-1.9,334099.450028506,3683993.50011542,TRUE
"394",-1.9,334097.88545869,3683996.49616668,TRUE
"395",-1.9,334095.391161202,3684000.83123338,TRUE
"396",-1.9,334093.54631605,3684004.68772854,TRUE
"397",-1.8,334091.71570263,3684008.31775927,TRUE
"398",-1.8,334090.063611957,3684012.29728813,TRUE
"399",-1.8,334088.544715278,3684015.82907791,TRUE
"400",-1.8,334086.960680383,3684019.76934136,TRUE
"401",-1.8,334085.433149331,3684023.244857,TRUE
"402",-1.8,334084.070495344,3684026.47727302,TRUE
"403",-1.8,334082.961460265,3684029.87124823,TRUE
"404",-1.8,334082.075571995,3684032.86758611,TRUE
"405",-1.8,334081.195908696,3684036.03424124,TRUE
"406",-1.8,334080.16214473,3684038.96687696,TRUE
"407",-1.8,334078.804364669,3684041.85498891,TRUE
"408",-1.8,334077.320075295,3684044.54912993,TRUE
"409",-1.8,334075.598479398,3684047.15029647,TRUE
"410",-1.8,334073.923699775,3684049.74928047,TRUE
"411",-1.9,334072.056408794,3684052.17084826,TRUE
"412",-1.8,334069.947152968,3684054.53701525,TRUE
"413",-1.8,334068.010566596,3684056.88151458,TRUE
"414",-1.9,334066.324734307,3684059.56931293,TRUE
"415",-1.9,334064.154641184,3684062.05009729,TRUE
"416",-2,334062.224242977,3684064.47651111,TRUE
"417",-1.9,334060.293010231,3684066.6555192,TRUE
"418",-1.9,334058.169993554,3684068.62177951,TRUE
"419",-1.9,334056.15823648,3684069.68960245,TRUE
"420",-2,334054.031334162,3684069.36606156,TRUE
"421",-2,334052.389045571,3684068.57948539,TRUE
"422",-1.9,334051.110867926,3684067.45813203,TRUE
"423",-1.9,334050.704733758,3684066.02081746,TRUE
"424",-1.9,334051.073800223,3684064.24529536,TRUE
"425",-1.9,334051.562085709,3684062.1733075,TRUE
"426",-1.9,334052.43139824,3684060.09501921,TRUE
"427",-1.8,334053.980378444,3684057.75681439,TRUE
"428",-1.8,334056.078502583,3684054.80829837,TRUE
"429",-1.8,334058.420161028,3684051.87632441,TRUE
"430",-1.8,334060.776084524,3684048.4271796,TRUE
"431",-1.7,334062.346767747,3684044.91333865,TRUE
"432",-1.8,334063.496424445,3684040.95759338,TRUE
"433",-1.8,334063.071960166,3684037.17726163,TRUE
"434",-1.7,334062.647174373,3684033.41902714,TRUE
"435",-1.7,334061.631425785,3684029.75322378,TRUE
"436",-1.7,334059.214983875,3684026.36167249,TRUE
"437",-1.7,334057.008608792,3684022.91613423,TRUE
"438",-1.7,334055.604795323,3684019.44285806,TRUE
"439",-1.7,334055.817120883,3684015.4012431,TRUE
"440",-1.7,334056.029543358,3684011.3652876,TRUE
"441",-1.7,334056.307398884,3684007.36258513,TRUE
"442",-1.7,334057.842180401,3684003.87475362,TRUE
"443",-1.7,334059.756967775,3684000.10356393,TRUE
"444",-1.7,334062.405958008,3683996.74406815,TRUE
"445",-1.7,334065.20031966,3683993.70659971,TRUE
"446",-1.7,334068.026625015,3683990.55749526,TRUE
"447",-1.7,334070.6504454,3683987.38994951,TRUE
"448",-1.7,334073.277828715,3683983.69383399,TRUE
"449",-1.7,334075.546501328,3683980.23158882,TRUE
"450",-1.8,334077.638409641,3683976.39525986,TRUE
"451",-1.7,334079.616927401,3683972.41988587,TRUE
"452",-1.7,334080.734165375,3683968.45367375,TRUE
"453",-1.7,334080.858921078,3683964.98539266,TRUE
"454",-1.8,334080.975876853,3683961.11235385,TRUE
"455",-1.7,334081.093538476,3683957.21280977,TRUE
"456",-1.7,334081.204322217,3683952.85292602,TRUE
"457",-1.7,334081.749129509,3683948.47015197,TRUE
"458",-1.7,334082.565475211,3683944.63107225,TRUE
"459",-1.7,334083.433783104,3683940.31381558,TRUE
"460",-1.7,334084.472405371,3683936.34925458,TRUE
"461",-1.7,334085.638762263,3683932.10104552,TRUE
"462",-1.7,334086.808157302,3683928.06102803,TRUE
"463",-1.8,334088.051425536,3683924.00779523,TRUE
"464",-1.7,334089.24463964,3683919.65059896,TRUE
"465",-1.8,334089.635230018,3683915.69182619,TRUE
"466",-1.8,334089.134405168,3683911.88293705,TRUE
"467",-1.7,334088.019817136,3683908.79200252,TRUE
"468",-1.8,334085.607383459,3683906.01655499,TRUE
"469",-1.7,334082.497015465,3683903.86496007,TRUE
"470",-1.8,334079.148349198,3683901.5703486,TRUE
"471",-1.8,334076.191200533,3683898.78686925,TRUE
"472",-1.8,334073.888728994,3683895.33835088,TRUE
"473",-1.8,334072.436975015,3683891.72097292,TRUE
"474",-1.9,334071.70403667,3683887.83523367,TRUE
"475",-1.9,334071.473498398,3683883.96785331,TRUE
"476",-1.9,334071.25115852,3683880.30670684,TRUE
"477",-2,334071.011929084,3683875.84195862,TRUE
"478",-1.9,334070.779050363,3683871.9025111,TRUE
"479",-1.9,334070.492814364,3683867.77717481,TRUE
"480",-2,334070.01136405,3683863.65936778,TRUE
"481",-2,334069.445824514,3683859.51971663,TRUE
"482",-2,334068.264794791,3683855.56840948,TRUE
"483",-2.1,334067.013342264,3683851.28729885,TRUE
"484",-2,334065.451924209,3683847.37529358,TRUE
"485",-2,334064.129367396,3683843.57151459,TRUE
"486",-1.9,334063.46988092,3683839.63854591,TRUE
"487",-1.9,334063.595072347,3683835.79079792,TRUE
"488",-1.9,334063.717416357,3683831.68387754,TRUE
"489",-1.9,334063.836731609,3683827.432123,TRUE
"490",-1.8,334063.963596474,3683823.51937053,TRUE
"491",-1.9,334063.687517405,3683818.82331702,TRUE
"492",-1.9,334063.40862435,3683814.5300627,TRUE
"493",-1.9,334063.12453268,3683810.10175441,TRUE
"494",-1.9,334062.846524667,3683805.80191949,TRUE
"495",-1.8,334061.964727135,3683801.51185502,TRUE
"496",-1.9,334060.77746657,3683797.21765057,TRUE
"497",-1.9,334059.366487355,3683792.43291961,TRUE
"498",-1.9,334058.039360915,3683788.07298884,TRUE
"499",-1.9,334056.695121463,3683783.79310779,TRUE
"500",-1.9,334055.423228351,3683779.39822251,TRUE
"501",-1.9,334054.315664707,3683775.18688058,TRUE
"502",-1.9,334053.350498222,3683770.83228683,TRUE
"503",-1.9,334052.606114987,3683766.40315021,TRUE
"504",-1.9,334052.137545824,3683761.62718009,TRUE
